ETHA,ETHA,ETHA,ETHA,ETHA
Open,High,Low,Close,Volume
17.530000686645508,17.93000030517578,17.350000381469727,17.540000915527344,1916400
18.559999465942383,18.920000076293945,18.361000061035156,18.670000076293945,4302800
19.229999542236328,19.489999771118164,19.09000015258789,19.290000915527344,1745000
20.059999465942383,20.5,19.969999313354492,20.280000686645508,1893000
19.969999313354492,20.145000457763672,19.649999618530273,20.100000381469727,1926600
19.84000015258789,19.940000534057617,19.440000534057617,19.489999771118164,1379600
19.90999984741211,20.229999542236328,19.780000686645508,20.110000610351562,2304100
20.139999389648438,20.701000213623047,20.045000076293945,20.489999771118164,3803500
19.950000762939453,19.961999893188477,19.514999389648438,19.670000076293945,2351100
19.780000686645508,19.795000076293945,18.389999389648438,18.860000610351562,4937000
18.3700008392334,18.795000076293945,17.950000762939453,17.979999542236328,2626300
17.850000381469727,17.93199920654297,17.510000228881836,17.829999923706055,1688700
18.06999969482422,18.520000457763672,17.825000762939453,18.43000030517578,1837700
18.770000457763672,19.104999542236328,18.34000015258789,18.540000915527344,1418200
18.40999984741211,18.599000930786133,18.190000534057617,18.489999771118164,1294600
18.389999389648438,18.719999313354492,18.229000091552734,18.31999969482422,1567300
18.1200008392334,18.334999084472656,17.649999618530273,17.90999984741211,1956700
18.360000610351562,18.75,18.351999282836914,18.65999984741211,2496000
19.3700008392334,20.045000076293945,19.309999465942383,19.8799991607666,2987800
19.75,20.389999389648438,19.239999771118164,19.65999984741211,3204100
19.950000762939453,20.069000244140625,19.65999984741211,19.829999923706055,1306800
19.770000457763672,19.959999084472656,19.520000457763672,19.68000030517578,1194000
19.84000015258789,20.309999465942383,19.809999465942383,20.1200008392334,1709500
20.40999984741211,20.40999984741211,20.1200008392334,20.309999465942383,2312700
19.93000030517578,20.024999618530273,19.739999771118164,19.90999984741211,1855900
19.540000915527344,19.579999923706055,18.540000915527344,19.030000686645508,2897600
19.190000534057617,19.283000946044922,18.989999771118164,19.25,1384400
19.200000762939453,19.44499969482422,18.579999923706055,18.729999542236328,3052100
19.170000076293945,19.209999084472656,18.84000015258789,19.0,2319500
19.864999771118164,20.350000381469727,19.780000686645508,19.90999984741211,5048900
20.389999389648438,20.639999389648438,20.110000610351562,20.1299991607666,3656900
19.899999618530273,19.899999618530273,18.969999313354492,19.020000457763672,3829100
19.209999084472656,19.59000015258789,18.790000915527344,19.040000915527344,1911300
18.639999389648438,18.639999389648438,18.200000762939453,18.329999923706055,2615600
18.6200008392334,18.780000686645508,18.18000030517578,18.3700008392334,2699600
19.940000534057617,20.530000686645508,19.799999237060547,20.450000762939453,8425600
21.360000610351562,22.114999771118164,21.10099983215332,22.040000915527344,9167700
22.43000030517578,22.68000030517578,21.954999923706055,22.329999923706055,9624900
24.049999237060547,25.614999771118164,23.950000762939453,25.510000228881836,15062500
24.770000457763672,25.100000381469727,24.360000610351562,24.920000076293945,9781100
24.530000686645508,25.34000015258789,23.700000762939453,24.010000228881836,11598200
24.170000076293945,24.239999771118164,23.200000762939453,23.469999313354492,7479300
23.25,23.415000915527344,22.81999969482422,23.389999389648438,9162500
23.489999771118164,24.260000228881836,23.274999618530273,23.950000762939453,8631200
23.479999542236328,23.875,23.399999618530273,23.549999237060547,7397000
23.75,23.780000686645508,22.959999084472656,23.299999237060547,6457100
25.40999984741211,25.719999313354492,24.56999969482422,25.440000534057617,13119200
24.989999771118164,25.235000610351562,24.770000457763672,24.969999313354492,6218500
26.489999771118164,26.899999618530273,25.3799991607666,26.600000381469727,13881200
25.15999984741211,25.489999771118164,24.65999984741211,25.149999618530273,8504300
26.510000228881836,27.649999618530273,26.43000030517578,27.600000381469727,17811800
27.350000381469727,27.71500015258789,27.170000076293945,27.190000534057617,6115500
27.540000915527344,27.965999603271484,26.969999313354492,27.43000030517578,13241900
26.902000427246094,27.415000915527344,26.538000106811523,27.3700008392334,9824400
28.239999771118164,29.584999084472656,28.183000564575195,29.540000915527344,21396800
29.790000915527344,30.079999923706055,28.68000030517578,29.010000228881836,12787500
29.739999771118164,31.084999084472656,29.645000457763672,30.770000457763672,15926100
29.510000228881836,29.958999633789062,28.209999084472656,28.350000381469727,16348500
28.219999313354492,28.29800033569336,26.65999984741211,27.65999984741211,13634100
28.280000686645508,29.165000915527344,28.200000762939453,29.1200008392334,8785600
30.15999984741211,30.280000686645508,29.190000534057617,29.469999313354492,12647400
29.774999618530273,30.1299991607666,29.40999984741211,29.719999313354492,7806800
29.65999984741211,31.18000030517578,29.639999389648438,30.690000534057617,14013000
30.43000030517578,30.559999465942383,29.700000762939453,29.829999923706055,11421900
29.260000228881836,29.65999984741211,27.530000686645508,27.950000762939453,14824200
27.950000762939453,28.06999969482422,25.170000076293945,25.56999969482422,16999100
25.200000762939453,26.530000686645508,25.040000915527344,26.09000015258789,15179200
25.3799991607666,25.871999740600586,24.75,25.75,8473100
26.1299991607666,26.68000030517578,26.030000686645508,26.56999969482422,5345500
25.469999313354492,25.469999313354492,25.03499984741211,25.190000534057617,6135200
25.65999984741211,25.66900062561035,25.014999389648438,25.239999771118164,5886100
25.329999923706055,25.895000457763672,24.950000762939453,25.719999313354492,5466600
26.030000686645508,26.1299991607666,25.19499969482422,25.290000915527344,5166700
26.2450008392334,26.579999923706055,25.969999313354492,26.200000762939453,7317400
26.639999389648438,27.545000076293945,26.594999313354492,27.329999923706055,8417600
27.549999237060547,28.40999984741211,27.5,27.940000534057617,6091800
27.56999969482422,27.610000610351562,25.43000030517578,25.649999618530273,11334800
25.416000366210938,25.63800048828125,24.260000228881836,24.84000015258789,9094900
24.760000228881836,25.18000030517578,24.197999954223633,24.690000534057617,7317100
23.030000686645508,23.5,22.040000915527344,23.399999618530273,11445400
24.364999771118164,24.520000457763672,24.020000457763672,24.420000076293945,5022900
24.93000030517578,26.360000610351562,24.850000381469727,26.049999237060547,10220600
25.350000381469727,25.510000228881836,24.72100067138672,25.290000915527344,7001200
26.0,26.770000457763672,25.809999465942383,26.690000534057617,7869500
25.260000228881836,25.53499984741211,24.725000381469727,25.100000381469727,12259200
25.020000457763672,25.100000381469727,24.530000686645508,24.649999618530273,7044600
24.479999542236328,25.014999389648438,24.204999923706055,24.59000015258789,12371300
25.780000686645508,25.969999313354492,25.219999313354492,25.25,7526100
23.5,23.8799991607666,23.049999237060547,23.790000915527344,8786800
24.0049991607666,24.34000015258789,23.399999618530273,23.43000030517578,5271400
23.56999969482422,24.110000610351562,23.139999389648438,23.790000915527344,8488600
24.670000076293945,24.895000457763672,24.469999313354492,24.5,6305900
25.5,26.06999969482422,24.8700008392334,25.1200008392334,9778700
19.399999618530273,21.030000686645508,19.31999969482422,20.530000686645508,36201900
21.229999542236328,21.760000228881836,20.6200008392334,20.71500015258789,12933000
21.350000381469727,21.364999771118164,20.565000534057617,20.940000534057617,6759100
20.969999313354492,21.049999237060547,20.260000228881836,20.610000610351562,7077100
21.139999389648438,21.200000762939453,19.530000686645508,19.59000015258789,8754600
20.15999984741211,20.416000366210938,19.989999771118164,20.350000381469727,5415200
20.139999389648438,20.280000686645508,19.549999237060547,19.639999389648438,6841200
19.440000534057617,20.41900062561035,19.280000686645508,20.290000915527344,8877400
20.040000915527344,20.200000762939453,19.790000915527344,20.09000015258789,7391800
20.43000030517578,21.174999237060547,20.375,20.68000030517578,7721500
20.59000015258789,20.6299991607666,19.719999313354492,19.899999618530273,10067000
20.559999465942383,20.68000030517578,20.260000228881836,20.610000610351562,5544500
20.93000030517578,20.979999542236328,20.489999771118164,20.850000381469727,5883500
21.389999389648438,21.46500015258789,19.829999923706055,19.8700008392334,16938300
20.200000762939453,20.350000381469727,19.84000015258789,19.989999771118164,8605700
18.260000228881836,19.024999618530273,17.854999542236328,18.829999923706055,19136700
18.0,18.600000381469727,17.040000915527344,17.65999984741211,22109700
17.739999771118164,17.809999465942383,16.94499969482422,17.049999237060547,7384300
16.3799991607666,17.06999969482422,16.190000534057617,16.790000915527344,9982300
17.8799991607666,17.959999084472656,15.869999885559082,16.09000015258789,18497200
15.619999885559082,16.60700035095215,15.100000381469727,16.200000762939453,15699000
16.649999618530273,16.940000534057617,16.360000610351562,16.90999984741211,7636600
17.040000915527344,17.235000610351562,16.475000381469727,16.649999618530273,10336300
16.540000915527344,17.100000381469727,16.200000762939453,16.309999465942383,13179400
15.989999771118164,16.014999389648438,13.6899995803833,14.119999885559082,23783100
14.520000457763672,14.850000381469727,13.925000190734863,14.75,15404900
14.4399995803833,14.479999542236328,13.845000267028809,14.199999809265137,10571200
14.369999885559082,14.369999885559082,13.770000457763672,13.979999542236328,8838100
14.369999885559082,14.720000267028809,14.210000038146973,14.640000343322754,6672200
14.369999885559082,14.770000457763672,14.28499984741211,14.6899995803833,4359000
14.380000114440918,14.430000305175781,14.15999984741211,14.390000343322754,8262400
15.239999771118164,15.600000381469727,15.125,15.380000114440918,12035700
15.029999732971191,15.220000267028809,14.774999618530273,14.930000305175781,7068400
14.739999771118164,14.970000267028809,14.649999618530273,14.930000305175781,4196500
15.729999542236328,15.920000076293945,15.654999732971191,15.829999923706055,8882000
15.6899995803833,15.770000457763672,15.53499984741211,15.720000267028809,3143900
15.550000190734863,15.57800006866455,14.984999656677246,15.130000114440918,8887500
15.180000305175781,15.329999923706055,15.029999732971191,15.170000076293945,4456000
14.350000381469727,14.390000343322754,14.083999633789062,14.15999984741211,8517700
13.791000366210938,14.03499984741211,13.600000381469727,13.819999694824219,7485900
14.180000305175781,14.59000015258789,13.9399995803833,14.470000267028809,6251100
14.09000015258789,14.524999618530273,14.039999961853027,14.470000267028809,7432000
13.404999732971191,13.604999542236328,13.25,13.510000228881836,9468600
13.470000267028809,13.84000015258789,13.399999618530273,13.699999809265137,13299300
11.369999885559082,12.380000114440918,11.255000114440918,11.630000114440918,23585100
11.970000267028809,12.0,10.989999771118164,11.069999694824219,16035800
11.020000457763672,12.640000343322754,11.020000457763672,12.420000076293945,34367500
12.020000457763672,12.039999961853027,11.130000114440918,11.430000305175781,22961100
11.800000190734863,12.029999732971191,11.649999618530273,11.850000381469727,11649200
12.675000190734863,12.78499984741211,12.229999542236328,12.399999618530273,11973300
12.430000305175781,12.567000389099121,12.09000015258789,12.15999984741211,7909600
11.90999984741211,12.199999809265137,11.640000343322754,12.010000228881836,18135400
12.09000015258789,12.239999771118164,11.829999923706055,11.979999542236328,7796400
12.319999694824219,12.425000190734863,11.829999923706055,11.920000076293945,9844300
12.350000381469727,13.100000381469727,12.319999694824219,12.890000343322754,20546600
13.75,13.890000343322754,13.34000015258789,13.550000190734863,15398600
13.300000190734863,13.470000267028809,13.210000038146973,13.369999885559082,13446600
13.399999618530273,13.85200023651123,13.319999694824219,13.670000076293945,12821600
13.630000114440918,13.65999984741211,13.210000038146973,13.609999656677246,11187500
13.734999656677246,13.880000114440918,13.6899995803833,13.819999694824219,7518800
13.399999618530273,13.569999694824219,13.109999656677246,13.520000457763672,6409200
14.029999732971191,14.194999694824219,13.819999694824219,13.960000038146973,8304600
13.90999984741211,14.170000076293945,13.852999687194824,13.930000305175781,6044400
13.649999618530273,13.84000015258789,13.579999923706055,13.739999771118164,4630700
13.317999839782715,13.600000381469727,13.25,13.5,5044700
13.789999961853027,13.890000343322754,13.529999732971191,13.59000015258789,4593300
14.90999984741211,16.200000762939453,14.873000144958496,16.059999465942383,20782700
17.770000457763672,18.09000015258789,17.21500015258789,17.68000030517578,20103300
19.3700008392334,19.5,18.229999542236328,18.6299991607666,17036800
19.280000686645508,20.7450008392334,19.139999389648438,20.40999984741211,20652800
19.770000457763672,19.889999389648438,19.28499984741211,19.709999084472656,11704300
19.399999618530273,19.719999313354492,18.761999130249023,19.15999984741211,13442400
19.690000534057617,19.825000762939453,19.469999313354492,19.649999618530273,5854100
18.209999084472656,19.28700065612793,18.139999389648438,19.079999923706055,13153000
18.81999969482422,19.024999618530273,18.510000228881836,18.940000534057617,9751600
19.170000076293945,19.80500030517578,18.549999237060547,19.030000686645508,18971900
20.09000015258789,20.31999969482422,19.8799991607666,19.989999771118164,19211000
19.3799991607666,19.649999618530273,19.290000915527344,19.3799991607666,12527500
20.200000762939453,20.559999465942383,19.954999923706055,20.3799991607666,20517500
20.260000228881836,20.3799991607666,19.809999465942383,19.84000015258789,14925100
20.3799991607666,20.3799991607666,19.860000610351562,20.09000015258789,16939400
19.649999618530273,19.844999313354492,19.209999084472656,19.489999771118164,13720800
18.940000534057617,19.440000534057617,18.899999618530273,19.18000030517578,13733700
19.8700008392334,20.1200008392334,19.729999542236328,19.90999984741211,17168400
19.809999465942383,20.309999465942383,19.639999389648438,19.8799991607666,12094400
19.93000030517578,19.93000030517578,18.969999313354492,19.149999618530273,16953800
18.809999465942383,19.190000534057617,18.799999237060547,18.809999465942383,11816800
19.209999084472656,19.6299991607666,19.010000228881836,19.559999465942383,14497000
20.8799991607666,21.264999389648438,20.3799991607666,21.020000457763672,29694800
21.309999465942383,21.809999465942383,21.100000381469727,21.309999465942383,26418400
20.739999771118164,21.010000228881836,20.3700008392334,20.389999389648438,16594300
19.270000457763672,19.584999084472656,18.96299934387207,19.139999389648438,18421600
19.770000457763672,20.239999771118164,19.7549991607666,20.15999984741211,13423400
19.350000381469727,19.450000762939453,18.56999969482422,19.139999389648438,17870500
18.719999313354492,19.219999313354492,18.68000030517578,18.8799991607666,13061600
19.360000610351562,19.389999389648438,17.950000762939453,18.270000457763672,21934600
17.030000686645508,17.610000610351562,16.56999969482422,17.520000457763672,29728100
18.290000915527344,18.799999237060547,18.200000762939453,18.450000762939453,20254000
18.489999771118164,18.530000686645508,18.100000381469727,18.399999618530273,12600500
18.469999313354492,18.625,18.2549991607666,18.459999084472656,11669700
18.3799991607666,18.559999465942383,18.079999923706055,18.270000457763672,10283800
18.739999771118164,19.079999923706055,18.440000534057617,19.06999969482422,16267200
18.489999771118164,18.59000015258789,18.18000030517578,18.190000534057617,13910800
18.540000915527344,19.770000457763672,18.489999771118164,19.75,30824000
19.649999618530273,19.979999542236328,19.450000762939453,19.489999771118164,18692800
19.360000610351562,19.459999084472656,19.030000686645508,19.260000228881836,12795400
19.530000686645508,19.920000076293945,19.3700008392334,19.780000686645508,24002600
20.18000030517578,21.18000030517578,19.90999984741211,20.969999313354492,44514200
21.125,21.540000915527344,20.889999389648438,21.350000381469727,40722000
22.719999313354492,22.829999923706055,22.239999771118164,22.799999237060547,43780500
23.084999084472656,23.270000457763672,22.59000015258789,22.75,37490300
22.959999084472656,23.489999771118164,22.479999542236328,23.049999237060547,49299200
24.049999237060547,25.649999618530273,23.989999771118164,25.6299991607666,71028500
25.940000534057617,26.209999084472656,25.481000900268555,25.8799991607666,60715400
27.469999313354492,27.868999481201172,26.75,26.920000076293945,67968800
28.700000762939453,29.2549991607666,28.18199920654297,28.31999969482422,76983000
28.0049991607666,28.43000030517578,27.450000762939453,27.809999465942383,50819000
27.760000228881836,27.760000228881836,26.889999389648438,27.170000076293945,39953000
27.625,28.604999542236328,27.389999389648438,28.3799991607666,58682700
28.09000015258789,28.209999084472656,27.290000915527344,27.579999923706055,39737900
29.110000610351562,29.31999969482422,28.420000076293945,28.790000915527344,46836200
29.270000457763672,29.295000076293945,28.125,28.489999771118164,38467400
28.43000030517578,29.014999389648438,27.809999465942383,28.479999542236328,35321100
28.780000686645508,28.90999984741211,28.229999542236328,28.270000457763672,32698300
27.6200008392334,27.639999389648438,26.450000762939453,26.510000228881836,56248800
26.969999313354492,28.145000457763672,26.934999465942383,27.75,52787800
27.530000686645508,27.690000534057617,26.889999389648438,27.020000457763672,26762400
27.170000076293945,28.020000457763672,27.030000686645508,27.90999984741211,23610600
29.020000457763672,29.399999618530273,28.639999389648438,29.309999465942383,47465000
29.639999389648438,30.81999969482422,29.56999969482422,30.790000915527344,54734300
31.69499969482422,33.04499816894531,31.68000030517578,32.25,54921900
33.47999954223633,34.275001525878906,32.95500183105469,34.25,64559400
35.689998626708984,36.02000045776367,34.95000076293945,35.900001525878906,86728600
34.33000183105469,35.650001525878906,33.95000076293945,34.369998931884766,84664900
34.939998626708984,35.0,33.06999969482422,33.150001525878906,72200700
32.93000030517578,33.189998626708984,32.31999969482422,32.970001220703125,43046000
32.665000915527344,32.84000015258789,31.09000015258789,31.299999237060547,59107900
31.700000762939453,33.02000045776367,31.059999465942383,32.90999984741211,61128800
32.33000183105469,32.7599983215332,31.84000015258789,31.940000534057617,37563600
32.2599983215332,36.79999923706055,32.130001068115234,36.59000015258789,135662400
35.25,35.47999954223633,33.41400146484375,33.45000076293945,75416200
33.95000076293945,34.83000183105469,33.59000015258789,34.81999969482422,57182000
34.869998931884766,35.29999923706055,34.29999923706055,34.560001373291016,47084100
34.810001373291016,34.93000030517578,33.54999923706055,33.56999969482422,43703600
33.22999954223633,33.27000045776367,32.2599983215332,32.81999969482422,57237100
32.560001373291016,33.26499938964844,32.18000030517578,32.29999923706055,41069200
33.130001068115234,34.0099983215332,33.07500076293945,33.869998931884766,45415900
33.290000915527344,33.31999969482422,32.220001220703125,32.29999923706055,63317500
33.790000915527344,33.88999938964844,32.13999938964844,32.77000045776367,60204800
32.849998474121094,33.20000076293945,32.402000427246094,32.459999084472656,34252300
32.849998474121094,33.02000045776367,32.33000183105469,32.474998474121094,27086100
33.099998474121094,33.7400016784668,32.5099983215332,32.70000076293945,51930000
33.369998931884766,33.650001525878906,33.244998931884766,33.4900016784668,34271700
34.220001220703125,35.380001068115234,34.10499954223633,35.36000061035156,52983800
34.279998779296875,34.38999938964844,33.77000045776367,34.0099983215332,45039600
34.119998931884766,34.150001525878906,33.45000076293945,34.0,35498900
34.095001220703125,34.310001373291016,33.439998626708984,34.18000030517578,45379942
