FXI,FXI,FXI,FXI,FXI
Open,High,Low,Close,Volume
25.697420959403438,25.716850492627238,25.415671417249914,25.4448184967041,24625600
26.202622995418686,26.396933144603732,26.008314699312553,26.358070373535156,55028200
26.503802681085908,26.59124205885047,26.33863961787272,26.377500534057617,29824600
26.717544857834998,27.096447628288104,26.68839777815437,26.892423629760742,44176400
28.563483301318982,29.632185441973153,28.44689869140265,29.535030364990234,167712300
28.602346586113708,29.039541660756232,28.582915199752975,28.718931198120117,77309300
30.95348938877604,31.176944763969047,30.370560792250824,31.011781692504883,165220600
30.836903601008014,31.516985434225674,30.798042682033934,31.254667282104492,100738300
31.84731197744151,31.876460909920038,30.846619674750855,30.87576675415039,98506800
31.08950663169592,32.18735587235192,30.89519647401622,32.158206939697266,96803000
34.11101812478795,34.53849750016929,33.46979720863695,34.470489501953125,222092500
33.18804545297652,33.955568474332765,33.12975129861709,33.51837158203125,113214100
34.57736222145903,34.80081761478802,34.315044053770706,34.693946838378906,107027700
35.50033110565554,36.433015410691326,34.995126180555,35.646060943603516,218993700
32.43995472595913,32.85772024518749,31.35182309051118,32.38166427612305,322806900
31.30324743392096,32.18735510956151,31.264384662074406,31.85702896118164,100519700
32.459384308688726,32.61483167654867,31.798732068744584,32.2747917175293,101466300
31.740440908845446,32.69256029619174,31.575279686364887,32.42052459716797,80108800
31.963898072014384,32.66340939816382,31.682148549984255,31.80845069885254,94628100
31.01178290353315,31.07979090271904,30.088812435235777,30.21511459350586,130081500
30.662024651511135,31.021497878559096,30.594016653899644,30.74946403503418,54401700
30.147105863412307,30.166535396223644,29.777916943812638,29.972227096557617,68374500
31.5267029803179,31.546134366344425,31.147800218195506,31.254667282104492,95862500
30.77861221900814,30.992351912472714,30.594017752378402,30.836904525756836,42006300
30.875766122967434,31.3421064122739,30.856334737098305,31.079790115356445,48538400
31.429545364487012,31.448976750089603,30.93405800317345,31.011781692504883,33813200
30.89519649112314,31.011782956411313,30.564870334732145,30.82718849182129,39802900
31.108935765956108,31.186657599706535,30.81747055053711,30.81747055053711,29534300
30.972919196461728,31.45869457544745,30.943773970877842,31.351823806762695,41390700
31.56556529150431,31.57527913129678,31.070074220457087,31.128368377685547,42026100
30.516292286116137,30.875765505186685,30.448284290013877,30.730031967163086,29217600
30.662023544311523,30.70088631473131,30.331697408058908,30.662023544311523,28257800
30.97292044317743,31.079791216163922,30.73003367044741,30.77861213684082,26861800
31.070074253064206,31.38096901295985,30.953489644642808,30.963205337524414,49254600
31.721013627786334,31.847312079686183,31.516985924413525,31.71129608154297,49509800
30.652309977296962,31.031214602849523,30.360846591252542,30.77861213684082,89205700
32.14849234968974,32.663411105295665,32.02219019422035,32.46910095214844,120391100
31.040928952736724,31.225521557805838,30.438568967080485,30.5745849609375,154495900
30.749463726227344,30.768895111943753,30.516292656867197,30.5745849609375,28330000
29.71962370897995,29.84592400715565,29.34072096137395,29.447589874267578,91688500
29.700194852301337,29.73905762617417,29.360152993230244,29.40873146057129,35393100
29.32129092253985,29.3698675348968,29.000680462978593,29.097835540771484,42048600
29.30185856080571,29.340721331860582,29.126979797216617,29.292142868041992,32416100
29.64190038868506,29.855640070202984,29.58360808519452,29.845924377441406,38681500
29.56417710263069,29.622469406915755,29.486453412557626,29.525314331054688,22523600
29.63218600453453,29.71962539017128,29.55446231208842,29.661333084106445,35646500
29.467022623828047,29.5544620085668,29.379583239089293,29.486454010009766,22478000
28.825802530497782,28.893810531003663,28.738363143253356,28.845233917236328,53262300
28.738361582801474,28.91324034779466,28.67035358598833,28.854948043823242,24744100
28.854947732834965,28.88409295796709,28.524621592092185,28.680068969726562,22186000
29.447589874267578,29.564176332881136,29.34072096137395,29.447589874267578,43782000
29.19498742483728,29.457305566908616,29.049255741379504,29.447589874267578,23104600
29.467023304619552,29.54474699806314,29.262999304234775,29.50588607788086,25058400
29.58360837110138,29.797348054684964,29.564176985390436,29.632184982299805,34867900
29.709908963364366,29.709908963364366,29.350435736503073,29.418445587158203,46481600
29.486454691250206,29.641902078137377,29.467023304619552,29.50588607788086,27663000
30.02080485406887,30.09852854751771,29.875073160487176,29.89450454711914,27635500
31.99304480186786,32.789713090082415,31.925036804544025,32.352516174316406,181398000
31.06035936444384,31.17694582896301,30.846619674750855,30.87576675415039,93050100
30.564867702803113,30.623161856967013,30.380275107187284,30.584299087524414,36810600
30.594017369561094,30.827188446717283,30.467717064339446,30.60373306274414,28552400
30.253975513149655,30.263691206330353,29.98194351640609,30.21511459350586,45698900
29.797349165685247,30.001373164020436,29.71962547302246,29.71962547302246,38044500
29.907967385785643,30.28267897613914,29.848802793794764,30.243236541748047,45801800
30.095323937095642,30.20379204161336,29.582559127491756,29.63186264038086,35935300
29.937550654149963,30.006576325014425,29.779777154800193,29.8192195892334,24070600
29.76005529426712,30.1249058098525,29.710749899722817,29.996715545654297,28389000
30.07560170635008,30.341845189242946,29.996714957434616,30.27281951904297,24155100
30.578505752100085,30.696834936292305,30.499619002369112,30.657392501831055,20218100
30.548922257656308,30.92363572632025,30.51934090226231,30.686975479125977,23393200
30.420732498168945,30.489758169639604,30.312262511110205,30.420732498168945,23765500
30.302400831740528,30.34184514654698,30.03615734922231,30.06574058532715,26100700
30.085463201673385,30.16434995168123,29.937550780509728,30.016437530517578,22893300
29.631862164504742,29.71074891234549,29.454368392469377,29.474088668823242,40394200
29.838940403861823,29.967130661010742,29.750192579370886,29.967130661010742,28060800
30.06574125434066,30.20379259761823,29.493811842579827,29.57269859313965,48937300
29.385341370439676,29.483950277214667,29.17826435893981,29.207847595214844,33611300
28.951464263441917,29.119098835352357,28.83313320293697,29.099376678466797,27248500
28.616195153012452,28.626056231466738,28.23162061652893,28.2513427734375,58206400
28.290787761396263,28.47814261406696,28.2513434466392,28.38939666748047,28062300
29.079655324126698,29.15854207303766,28.94160398373463,29.010629653930664,46306600
29.39520255035811,29.444507944319515,29.217706893713988,29.40506362915039,31613300
29.42478570034536,29.474089213353544,29.326176793520528,29.41492462158203,20134000
29.622004036585103,30.282679398107618,29.562837562961317,29.986854553222656,59696000
30.440453635842793,30.499618226433707,30.10518448781357,30.32212257385254,35805700
30.10518455505371,30.174210224365353,28.0146829144852,30.10518455505371,27859600
30.00657536617771,30.174209938981267,29.89810538353764,30.134765625,22683400
30.56864451576364,30.923635828127992,30.470035608905935,30.884191513061523,54730900
31.20959899854184,31.30820790353355,30.96307767646677,31.160295486450195,54333200
31.110990666755978,31.51528549194336,30.77572151209203,31.51528549194336,48279000
31.74208392078085,31.899857415671693,31.3279299072987,31.387094497680664,49031500
31.47584315317214,32.383041713107005,30.884191591334886,32.13652038574219,77522000
32.087215472754764,32.1266597862004,31.367371798838988,31.446258544921875,80091000
30.89405281761489,31.643477882078713,30.775721752359143,31.27862548828125,50166400
31.90972230166991,32.284435785266574,31.781530153825802,32.018192291259766,57845400
31.60403360659362,31.702644395104876,31.46598226429482,31.48570442199707,43692700
31.949164469276397,32.01819013771508,31.751946661615815,31.83083152770996,35769800
32.46192531237641,32.76761310053674,32.15624128583286,32.27457046508789,85505200
32.98455464888019,33.51704162354093,32.80705899065995,33.15218734741211,56515200
32.82677986236426,33.11274549625104,32.6690063680848,32.87608337402344,44741600
33.28038026404807,33.881892924012554,33.14232891814482,33.69453430175781,60657100
33.053579326458106,33.704395466492905,32.974690697791175,33.68467330932617,40709500
34.729924850985924,34.789087560497094,34.33548923336624,34.55242919921875,76123800
35.075054676640114,35.075054676640114,34.5820120145995,34.80881118774414,85086500
34.720063694567614,34.769367208926056,34.424238846799945,34.56229019165039,45952200
35.124356251390864,35.75545022210298,34.7693649524611,35.232826232910156,79891700
35.844199255787416,36.28793839441604,35.538515219323074,35.73573303222656,81843200
35.30185436888879,35.331439486945825,34.50312765207281,34.54256820678711,83975400
34.97644695506881,35.01588750842079,34.64117780106707,34.887699127197266,39151500
36.08085954400524,36.30765870071494,35.77517176150955,35.932945251464844,72783000
35.66670335831779,35.9428097991559,35.341297166609465,35.54837417602539,58708500
34.60173290227774,34.80880990994511,34.41437805176204,34.739784240722656,60759700
34.70033868779402,34.779227313584826,33.901612040554085,34.02980041503906,55795100
34.2960449192809,34.86797618866776,34.039664400959886,34.55242919921875,66689400
35.469490321513504,36.38654997411231,35.331438977959614,36.278079986572266,102267400
36.790843181588116,36.96833883306512,36.268215424853906,36.45557403564453,64613500
36.54432383358679,36.86973003777808,36.21891386777846,36.44571304321289,37635400
35.696289222753926,35.92308839423831,35.20324656432256,35.46949005126953,80384700
36.11044327564775,36.34710540697265,35.65684493236006,35.883644104003906,64643800
35.86392229221275,35.92308876601895,35.44976826042032,35.844200134277344,33583300
35.55823614916265,36.248492828069075,35.5385139923915,36.08086013793945,37666000
37.07680459903101,37.20499673721663,36.869727595388916,37.13597106933594,51075900
37.07680615475092,38.062891464841286,37.05708775877202,38.013587951660156,55266100
38.1713620253532,38.191084183245884,37.776930152350346,37.95442581176758,42261700
38.181222583536986,38.1910817810547,37.688179952082706,37.79664993286133,33290200
36.741537380062134,36.97819951205072,36.642930352676785,36.71195602416992,67297600
35.972392343461124,36.18933231951596,35.85406315725713,36.0512809753418,51625400
36.38654718010924,36.42598773122685,36.100581555210546,36.15974426269531,38216100
35.952668667602424,36.209052948773284,35.745591660083775,35.79489517211914,32355000
35.765316009521484,36.021696544790814,35.53851683096325,35.765316009521484,31562800
35.863921272938825,36.32738256720641,35.82448071980595,36.16960906982422,36416800
35.60754063090106,35.62726278820982,35.24269012473131,35.3412971496582,52060200
35.04547231326065,35.400463621584464,34.87783585694468,35.3412971496582,29370400
35.19338353908264,35.39060135441115,34.99616948537108,35.26240921020508,28414000
35.21310388073918,35.26240739162436,34.937001210488816,35.04547119140625,33888400
34.43409845012332,34.838397052823154,34.43409845012332,34.72992706298828,41958000
32.81691849015137,33.07330278176524,31.653337502961037,32.2844352722168,161349400
30.164350074552203,31.613896697962627,29.21770718979351,29.58255958557129,210512100
30.93349715550676,30.963078511235892,28.803551145010772,29.178264617919922,121952800
30.253096252846817,31.485702834981655,29.74033146328471,31.239181518554688,158085000
31.396956077595977,31.62375524502231,30.588366433165792,31.120851516723633,95454000
31.880138635553234,32.53095476432719,31.584310044787696,32.48164749145508,84183900
32.8366406792684,33.270520631144734,32.7380336510876,32.90566635131836,51602300
32.78733698147768,32.90566616695507,32.62956348030217,32.71831130981445,33180000
32.0970756562319,32.343596980414354,31.771669464351845,31.968883514404297,50834000
32.412622879073595,32.5309558238807,31.94916534423828,31.94916534423828,42802600
32.09707559631854,32.14637910873962,31.673058618586857,31.97874641418457,39561500
32.78733446938198,33.28037709298171,32.70844584403001,32.99441146850586,64714600
33.5762044010245,33.970640033757604,33.35926818847656,33.35926818847656,52320200
33.37898407667023,33.72411616978385,33.27051785935455,33.63536834716797,36441900
33.43815358767487,33.586067892696825,33.339546558738256,33.507179260253906,23063200
33.47759773090365,33.61564907534836,33.36912774266367,33.52690124511719,17030000
33.37898490769476,33.47759569173231,33.329681396484375,33.329681396484375,19920800
33.418428705020084,33.467732215468764,33.122603880711274,33.38884735107422,29034700
33.40857204895533,33.46773476134754,33.231076388544665,33.31982421875,22206300
34.473539808314825,34.50312492403267,34.13827066924103,34.42423629760742,59597600
34.29604450307429,34.542565820690676,34.276322346270966,34.38479232788086,24651700
34.70033958262408,34.97644601839524,34.670758227998064,34.77922821044922,36558800
34.25660373273244,34.27632212779329,33.990360260009766,33.990360260009766,44470200
34.522844427303475,34.660899527979616,34.246741749184935,34.51298522949219,37731300
34.64117700508699,34.700339714563974,34.34535217285156,34.34535217285156,30396700
35.56809453726887,35.61739804726629,35.26240675669813,35.53851318359375,55941100
35.11449889501125,35.449768054733774,34.99616970970241,35.24269104003906,34713600
35.88364485025222,35.95267052298726,35.646986475622654,35.80475997924805,35247800
35.34129604207306,35.3807403554544,35.07505256917419,35.25254821777344,43594800
35.22296974894774,35.26241030394321,35.06519624411464,35.144081115722656,26772900
35.00602782792886,35.370878332319336,34.96658351350371,35.361019134521484,19353800
35.646984979516304,35.75545120239258,35.548374192878484,35.75545120239258,26034500
35.92308729367846,36.04141647482404,35.49907031948856,35.58781814575195,40126800
35.41032409667969,35.50893112516333,35.32157626639761,35.41032409667969,24597700
35.29199439330488,35.52865276284644,35.26240927589947,35.46949005126953,27095300
35.11449629028619,35.1835219567309,35.02574846748345,35.10463333129883,32810800
34.92714094842078,34.92714094842078,34.74964904785156,34.74964904785156,27161900
35.33143607610188,35.36101742968613,35.02574829647017,35.12435531616211,34182200
34.660899527979616,34.68061792360219,34.305908220903284,34.51298522949219,62721000
34.651035333993974,34.867975294281834,34.53270615639002,34.85811233520508,33125300
35.28213194075454,35.33143921659996,35.124358438253445,35.2032470703125,32666200
35.54837511693097,35.88364427698085,35.50893080125052,35.863922119140625,41079500
36.19918897238297,36.31752191188351,35.92308630344852,36.120304107666016,43461600
35.82447962314804,36.09071933551664,35.71600964171509,36.08086013793945,32956700
36.37668650867497,36.60348567873452,36.3372421934602,36.5443229675293,30061700
36.63306936361976,36.71195422934802,36.396407243201416,36.70209503173828,37896300
37.027501410205176,37.09652707868667,36.840146561700664,36.88945007324219,31361700
36.75139814588753,36.820423813260156,36.662650321891746,36.74153518676758,36102200
36.11044351433913,36.2682170157263,35.98225513057373,36.07100296020508,41925400
36.66999816894531,36.95000076293945,36.61000061035156,36.66999816894531,35202000
36.5,36.54999923706055,36.2400016784668,36.2400016784668,29832200
35.939998626708984,35.97999954223633,35.720001220703125,35.75,28424300
35.84000015258789,35.849998474121094,35.5099983215332,35.52000045776367,26191700
35.849998474121094,36.09000015258789,35.7400016784668,36.08000183105469,33957600
36.630001068115234,37.099998474121094,36.560001373291016,37.099998474121094,46304900
37.13999938964844,37.16999816894531,36.9900016784668,37.060001373291016,18018400
37.029998779296875,37.290000915527344,36.93000030517578,37.15999984741211,24517700
36.83000183105469,36.939998626708984,36.689998626708984,36.810001373291016,27903600
36.5099983215332,36.779998779296875,36.38999938964844,36.7599983215332,20096900
36.689998626708984,36.91999816894531,36.68000030517578,36.83000183105469,22972800
36.619998931884766,36.70000076293945,36.4900016784668,36.689998626708984,27680900
36.29999923706055,36.41999816894531,36.220001220703125,36.27000045776367,19394200
36.279998779296875,36.58000183105469,36.25,36.310001373291016,20175200
36.66999816894531,36.790000915527344,36.529998779296875,36.689998626708984,25176800
36.349998474121094,36.349998474121094,36.08000183105469,36.18000030517578,29920500
36.439998626708984,36.529998779296875,36.2599983215332,36.52000045776367,17221100
36.58000183105469,36.650001525878906,36.439998626708984,36.47999954223633,15148300
36.709999084472656,36.91999816894531,36.650001525878906,36.90999984741211,23708600
37.349998474121094,37.68000030517578,37.11000061035156,37.63999938964844,45494200
37.310001373291016,37.47999954223633,37.15999984741211,37.470001220703125,22401600
37.20000076293945,37.599998474121094,37.16999816894531,37.59000015258789,18014900
38.09000015258789,38.36000061035156,38.029998779296875,38.060001373291016,43043500
38.20000076293945,38.41999816894531,38.040000915527344,38.209999084472656,25259500
38.439998626708984,38.77000045776367,38.31999969482422,38.7400016784668,26390500
39.02000045776367,39.130001068115234,38.939998626708984,39.08000183105469,31806200
39.06999969482422,39.13999938964844,38.849998474121094,38.900001525878906,17800200
38.54999923706055,38.66999816894531,38.43000030517578,38.650001525878906,21767800
38.65999984741211,38.709999084472656,38.38999938964844,38.47999954223633,15764600
38.630001068115234,38.63999938964844,38.20000076293945,38.220001220703125,26410800
37.970001220703125,38.099998474121094,37.709999084472656,37.779998779296875,37056800
37.33000183105469,37.59000015258789,37.2400016784668,37.439998626708984,36901900
36.97999954223633,37.029998779296875,36.65999984741211,36.83000183105469,33791100
37.54999923706055,37.630001068115234,37.33000183105469,37.470001220703125,30243000
37.779998779296875,37.84000015258789,37.61000061035156,37.63999938964844,16471100
37.70000076293945,37.810001373291016,37.47999954223633,37.790000915527344,26247400
37.880001068115234,37.970001220703125,37.619998931884766,37.7400016784668,16210100
37.59000015258789,37.68000030517578,37.52000045776367,37.66999816894531,12053000
37.47999954223633,37.59000015258789,37.20000076293945,37.33000183105469,27626800
37.540000915527344,38.0,37.52000045776367,37.939998626708984,34365900
38.880001068115234,39.09000015258789,38.869998931884766,39.09000015258789,60160700
38.41999816894531,38.54999923706055,38.2400016784668,38.34000015258789,44954600
38.38999938964844,38.47999954223633,38.290000915527344,38.34000015258789,27930600
38.58000183105469,38.689998626708984,38.5099983215332,38.58000183105469,21745000
38.5,38.56999969482422,38.13999938964844,38.220001220703125,28185100
38.38999938964844,38.47999954223633,38.20000076293945,38.43000030517578,18023300
38.25,38.439998626708984,38.2400016784668,38.369998931884766,17821400
38.709999084472656,39.29999923706055,38.650001525878906,39.2400016784668,39558400
39.310001373291016,39.58000183105469,39.130001068115234,39.13999938964844,31399800
39.33000183105469,39.41999816894531,39.18000030517578,39.220001220703125,22671700
38.2400016784668,38.2599983215332,38.040000915527344,38.220001220703125,51266700
38.209999084472656,38.599998474121094,38.150001525878906,38.560001373291016,30254300
38.68000030517578,39.02000045776367,38.61000061035156,38.90999984741211,43494000
38.720001220703125,39.2599983215332,38.630001068115234,39.2599983215332,27069300
38.88999938964844,39.0099983215332,38.75,38.90999984741211,25419300
38.34000015258789,38.40999984741211,38.08000183105469,38.33000183105469,31584300
38.95000076293945,38.9900016784668,38.650001525878906,38.900001525878906,26098800
39.2400016784668,39.439998626708984,39.130001068115234,39.439998626708984,32508400
39.79999923706055,40.06999969482422,39.7599983215332,39.970001220703125,37238800
40.08000183105469,40.099998474121094,39.709999084472656,39.720001220703125,26132300
40.13999938964844,40.7400016784668,40.119998931884766,40.7400016784668,45104200
40.599998474121094,40.65999984741211,40.400001525878906,40.4900016784668,19859300
40.880001068115234,40.900001525878906,40.689998626708984,40.779998779296875,31004200
40.65999984741211,41.099998474121094,40.54999923706055,41.04999923706055,23170800
41.63999938964844,41.72990036010742,41.334999084472656,41.619998931884766,30915162
