GLD,GLD,GLD,GLD,GLD
Open,High,Low,Close,Volume
238.19000244140625,240.2899932861328,235.3000030517578,235.50999450683594,11081100
238.24000549316406,239.52000427246094,237.38999938964844,239.1699981689453,6108200
241.11000061035156,242.6300048828125,240.47000122070312,242.2100067138672,7737400
242.97000122070312,243.4600067138672,242.58999633789062,242.67999267578125,5426200
243.38999938964844,246.19000244140625,243.14999389648438,246.07000732421875,8386300
246.19000244140625,246.47000122070312,244.7899932861328,245.72999572753906,7393400
246.44000244140625,247.3699951171875,245.19000244140625,246.97999572753906,7041100
246.30999755859375,246.75,244.19000244140625,245.02000427246094,8329600
243.97000122070312,244.0800018310547,242.5,243.05999755859375,6916700
245.1999969482422,246.97999572753906,245.05999755859375,245.61000061035156,10605500
245.61000061035156,246.07000732421875,243.99000549316406,245.66000366210938,6798800
244.72000122070312,245.91000366210938,243.69000244140625,245.49000549316406,5674500
245.0,246.69000244140625,244.0500030517578,245.0,5947800
244.5800018310547,244.82000732421875,243.80999755859375,244.1699981689453,3849000
243.7899932861328,244.0399932861328,240.6300048828125,242.3699951171875,7669800
241.16000366210938,241.83999633789062,240.63999938964844,241.0500030517578,4120500
241.77000427246094,243.02000427246094,241.50999450683594,242.82000732421875,4792700
244.5,245.9199981689453,244.47000122070312,245.47000122070312,5789500
245.16000366210938,245.86000061035156,244.25999450683594,245.07000732421875,3922900
244.99000549316406,246.5500030517578,244.52999877929688,245.9199981689453,5640800
247.6199951171875,248.08999633789062,246.36000061035156,247.14999389648438,5431900
247.75,249.05999755859375,247.6199951171875,248.6300048828125,5176200
250.0,251.3699951171875,249.89999389648438,251.27000427246094,7833600
252.74000549316406,253.13999938964844,250.72999572753906,251.22000122070312,9258600
253.05999755859375,253.94000244140625,252.52000427246094,253.92999267578125,5756300
253.0800018310547,253.17999267578125,250.1999969482422,250.8699951171875,8081000
253.27000427246094,253.32000732421875,251.39999389648438,252.8000030517578,5962200
252.0,253.5500030517578,251.77000427246094,253.32000732421875,4424500
253.00999450683594,253.6300048828125,252.9499969482422,253.3300018310547,4029100
254.49000549316406,256.2900085449219,254.22999572753906,256.0899963378906,8875500
256.760009765625,257.7099914550781,255.91000366210938,257.5,6386200
255.52000427246094,255.60000610351562,252.1999969482422,253.50999450683594,9930800
254.3300018310547,254.86000061035156,252.44000244140625,252.47000122070312,6473000
253.32000732421875,253.5800018310547,252.27000427246094,252.8300018310547,4581400
253.77999877929688,253.99000549316406,252.41000366210938,253.39999389648438,6029900
245.63999938964844,247.35000610351562,244.9499969482422,245.6999969482422,14600200
248.2899932861328,250.24000549316406,248.1199951171875,249.64999389648438,8821400
249.07000732421875,249.35000610351562,247.77999877929688,247.9600067138672,6267900
242.72999572753906,242.72999572753906,241.05999755859375,242.13999938964844,11653800
241.2899932861328,241.66000366210938,239.38999938964844,240.0500030517578,10145500
241.30999755859375,241.47000122070312,237.58999633789062,237.6300048828125,8431700
236.57000732421875,237.99000549316406,236.1300048828125,237.00999450683594,8262400
237.57000732421875,237.8800048828125,236.3300018310547,236.58999633789062,7299500
240.4600067138672,241.5,240.4499969482422,241.08999633789062,6323400
242.75,243.30999755859375,242.02999877929688,243.25,6579100
243.74000549316406,245.2100067138672,243.50999450683594,244.6199951171875,6630700
246.22999572753906,246.80999755859375,245.69000244140625,246.66000366210938,7646400
248.1999969482422,250.38999938964844,247.86000061035156,249.83999633789062,7503000
244.27000427246094,244.39999389648438,241.47999572753906,242.47999572753906,10733100
242.7100067138672,243.08999633789062,241.5800018310547,242.9499969482422,4945900
244.85000610351562,245.17999267578125,243.1999969482422,243.49000549316406,6930600
245.25,245.80999755859375,244.72999572753906,245.58999633789062,2708500
244.4600067138672,244.5800018310547,243.13999938964844,243.44000244140625,4765000
244.9600067138672,245.17999267578125,243.3000030517578,243.92999267578125,3557800
244.92999267578125,245.33999633789062,244.3699951171875,244.6699981689453,4608600
244.16000366210938,244.3800048828125,242.14999389648438,242.86000061035156,4806200
242.7899932861328,243.86000061035156,242.44000244140625,242.9499969482422,3540700
246.27999877929688,247.11000061035156,245.25999450683594,245.36000061035156,4711500
247.86000061035156,248.86000061035156,247.8300018310547,248.58999633789062,4642000
249.35000610351562,251.25999450683594,248.97000122070312,250.9600067138672,11033800
247.80999755859375,248.24000549316406,246.8699951171875,247.27999877929688,10149600
245.6699981689453,245.94000244140625,244.27000427246094,244.2899932861328,6602600
245.41000366210938,245.5399932861328,244.2899932861328,244.8800048828125,3310000
243.8000030517578,244.5500030517578,243.22999572753906,243.94000244140625,4421300
243.57000732421875,243.7100067138672,238.82000732421875,239.25999450683594,8015800
239.6699981689453,240.0500030517578,238.72999572753906,239.60000610351562,8111400
241.41000366210938,242.9600067138672,241.1699981689453,242.10000610351562,9527800
241.60000610351562,241.6699981689453,240.64999389648438,240.9600067138672,5835500
241.49000549316406,241.66000366210938,240.82000732421875,241.44000244140625,2421000
242.38999938964844,243.55999755859375,242.1999969482422,243.07000732421875,4645100
241.1999969482422,241.9499969482422,241.0500030517578,241.39999389648438,4728100
241.0800018310547,241.0800018310547,239.5800018310547,240.6300048828125,3522500
241.0500030517578,242.52000427246094,241.0500030517578,242.1300048828125,2522100
244.22000122070312,245.52999877929688,244.0800018310547,245.4199981689453,6241900
244.55999755859375,244.82000732421875,243.36000061035156,243.49000549316406,4872100
242.3300018310547,243.7899932861328,242.0500030517578,243.19000244140625,3758900
245.52000427246094,245.77000427246094,243.80999755859375,244.55999755859375,5090300
245.72000122070312,246.4499969482422,244.50999450683594,245.86000061035156,6303300
248.00999450683594,249.0399932861328,247.5500030517578,248.2100067138672,12380100
246.33999633789062,246.7899932861328,245.14999389648438,245.74000549316406,8448600
245.6199951171875,247.0399932861328,245.52000427246094,247.02999877929688,4914800
248.2100067138672,248.89999389648438,247.00999450683594,248.8800048828125,6345000
250.55999755859375,251.38999938964844,250.27000427246094,250.60000610351562,9236000
249.6999969482422,250.80999755859375,249.14999389648438,249.27000427246094,8312900
251.9499969482422,253.36000061035156,251.8300018310547,253.1300048828125,7668100
254.2899932861328,254.67999267578125,253.77999877929688,254.42999267578125,5213800
253.19000244140625,254.5399932861328,252.82000732421875,254.07000732421875,6511500
255.9600067138672,257.07000732421875,255.61000061035156,255.64999389648438,7341300
253.86000061035156,254.25999450683594,251.9199981689453,252.99000549316406,5799800
254.22999572753906,255.25,253.88999938964844,255.17999267578125,5332000
254.5500030517578,254.82000732421875,253.3000030517578,254.1999969482422,5671800
257.20001220703125,258.2900085449219,256.45001220703125,258.04998779296875,12981200
259.0799865722656,259.989990234375,257.8599853515625,258.55999755859375,8961100
259.75,261.3900146484375,259.5199890136719,259.94000244140625,11521100
261.8299865722656,262.5400085449219,261.3500061035156,262.5,9850400
264.45001220703125,265.989990234375,263.8900146484375,264.1300048828125,12681100
263.6600036621094,263.7200012207031,261.489990234375,263.42999267578125,8731400
265.2200012207031,266.3500061035156,263.260009765625,263.8999938964844,9154000
268.0,268.6600036621094,267.239990234375,268.3699951171875,13250300
267.70001220703125,268.3599853515625,266.7099914550781,267.3900146484375,7169500
267.1499938964844,268.42999267578125,266.3500061035156,267.6700134277344,9328600
268.3999938964844,270.3900146484375,268.2200012207031,270.30999755859375,8347500
270.07000732421875,270.2099914550781,265.45001220703125,266.2900085449219,11546700
269.67999267578125,271.010009765625,269.6000061035156,270.70001220703125,8185900
270.67999267578125,271.3299865722656,269.239990234375,270.8500061035156,9342500
270.2300109863281,271.8399963378906,270.1700134277344,270.989990234375,7356900
270.79998779296875,271.510009765625,269.510009765625,270.739990234375,8917400
271.45001220703125,272.32000732421875,270.3800048828125,272.2099914550781,5374400
271.4599914550781,271.67999267578125,266.45001220703125,268.6199951171875,10079800
267.0799865722656,269.0799865722656,266.6600036621094,269.0299987792969,7276000
266.489990234375,266.6700134277344,264.45001220703125,264.92999267578125,9374600
262.55999755859375,263.3999938964844,261.25,263.2699890136719,11504500
265.07000732421875,266.8800048828125,265.07000732421875,266.739990234375,7725600
269.010009765625,269.3999938964844,267.5199890136719,269.05999755859375,8481300
267.9700012207031,270.260009765625,267.9599914550781,269.6199951171875,6990400
268.25,269.510009765625,268.1600036621094,268.25,6136400
269.0899963378906,270.3399963378906,267.6400146484375,268.3900146484375,10431200
267.6199951171875,268.44000244140625,265.6400146484375,266.0400085449219,7593900
268.4700012207031,269.7300109863281,268.44000244140625,269.1600036621094,8436600
268.4700012207031,271.2300109863281,268.3599853515625,270.3299865722656,7236200
271.57000732421875,275.3500061035156,271.54998779296875,275.1300048828125,13741500
276.2699890136719,276.29998779296875,274.6600036621094,275.239990234375,13365000
275.5400085449219,276.7900085449219,275.3900146484375,276.7300109863281,8583400
279.8999938964844,280.2099914550781,278.9700012207031,279.9599914550781,9596500
279.8500061035156,281.4800109863281,279.05999755859375,281.1099853515625,8822200
279.489990234375,280.8999938964844,279.42999267578125,280.75,5863300
279.4599914550781,279.4599914550781,276.5899963378906,278.489990234375,9359300
278.9100036621094,279.0899963378906,276.8599853515625,277.25,7870100
278.7799987792969,279.9599914550781,278.2699890136719,278.4700012207031,5090200
278.92999267578125,279.0199890136719,277.7799987792969,278.239990234375,3717500
280.54998779296875,282.07000732421875,279.5899963378906,281.9700012207031,8476300
283.82000732421875,284.6400146484375,282.8599853515625,284.05999755859375,9563700
287.5299987792969,288.3900146484375,285.8500061035156,288.1400146484375,13925100
288.5400085449219,289.1300048828125,285.9100036621094,287.57000732421875,15923600
288.2799987792969,289.0299987792969,287.3599853515625,288.1600036621094,11074800
282.7799987792969,289.0899963378906,282.45001220703125,286.4200134277344,20524400
283.6400146484375,284.0299987792969,278.0199890136719,279.7200012207031,21517200
278.8599853515625,280.1400146484375,272.5799865722656,273.7099914550781,19807000
277.8699951171875,278.32000732421875,274.239990234375,275.20001220703125,12639500
282.2200012207031,285.8699951171875,281.0400085449219,285.3800048828125,25342200
288.80999755859375,292.8599853515625,287.2300109863281,292.3500061035156,19837800
297.9599914550781,299.2699890136719,296.80999755859375,297.92999267578125,21080100
295.5400085449219,296.5799865722656,294.5299987792969,296.2300109863281,12427600
296.92999267578125,298.0199890136719,296.0899963378906,297.7799987792969,7924100
304.6499938964844,308.05999755859375,303.79998779296875,307.4700012207031,20778100
306.30999755859375,307.1300048828125,302.7300109863281,306.1199951171875,18287800
315.0199890136719,316.4100036621094,313.95001220703125,315.5899963378906,20372300
317.489990234375,317.6300048828125,310.3599853515625,311.1099853515625,35242300
304.17999267578125,304.739990234375,300.5899963378906,303.6499938964844,25421500
306.9800109863281,308.5,304.7099914550781,308.07000732421875,10845000
301.7799987792969,305.3699951171875,301.010009765625,304.7300109863281,10691600
304.1499938964844,309.1099853515625,302.9700012207031,309.07000732421875,9375500
305.80999755859375,306.95001220703125,304.0,306.05999755859375,6852100
304.6099853515625,306.07000732421875,303.44000244140625,303.7699890136719,8331900
297.4100036621094,297.94000244140625,295.32000732421875,297.4599914550781,14969100
300.1700134277344,300.8500061035156,297.0299987792969,297.9800109863281,8678400
305.9200134277344,307.6499938964844,304.67999267578125,306.8800048828125,8924000
313.1199951171875,315.6199951171875,311.3999938964844,315.4800109863281,11445300
312.1000061035156,313.260009765625,310.0799865722656,310.75,7888300
309.760009765625,310.4800109863281,303.04998779296875,304.6300048828125,11927600
307.7900085449219,308.57000732421875,306.010009765625,306.8399963378906,6913100
298.3299865722656,299.4700012207031,296.82000732421875,298.19000244140625,14375900
299.0199890136719,300.29998779296875,297.239990234375,299.4599914550781,10233600
293.6700134277344,294.79998779296875,291.9599914550781,293.1600036621094,14800600
294.1000061035156,297.8999938964844,293.75,297.8399963378906,13497700
292.6199951171875,294.5799865722656,291.7799987792969,294.239990234375,14173000
297.8500061035156,298.5799865722656,296.4800109863281,298.0299987792969,11656300
298.3500061035156,303.67999267578125,298.29998779296875,303.5799865722656,12851000
304.54998779296875,306.4599914550781,303.6700134277344,305.82000732421875,12414500
305.0899963378906,305.2799987792969,302.1000061035156,303.1099853515625,9704200
308.8599853515625,310.25,307.4700012207031,309.75,13339500
303.80999755859375,304.8800048828125,302.739990234375,304.5,9578500
304.6400146484375,304.989990234375,303.05999755859375,303.80999755859375,8803300
305.739990234375,306.8900146484375,304.4599914550781,305.6099853515625,9487900
303.6400146484375,304.0199890136719,301.5,303.6000061035156,9553300
309.2099914550781,311.7200012207031,308.7200012207031,311.6700134277344,13593200
309.55999755859375,309.55999755859375,307.1499938964844,308.9100036621094,9315100
309.4100036621094,311.8800048828125,308.739990234375,310.8999938964844,7462500
311.239990234375,312.20001220703125,307.6499938964844,309.3299865722656,10817800
309.0899963378906,309.20001220703125,305.1000061035156,305.17999267578125,7787500
305.3900146484375,307.6099853515625,305.05999755859375,306.6199951171875,7159000
308.30999755859375,308.6000061035156,305.8699951171875,306.7099914550781,7071700
307.5,308.6199951171875,305.8500061035156,308.3699951171875,9248800
311.739990234375,313.1000061035156,311.1499938964844,312.20001220703125,11531400
317.260009765625,317.6000061035156,315.0400085449219,316.2900085449219,16592900
314.79998779296875,314.8699951171875,311.6499938964844,311.7799987792969,12848400
312.6600036621094,313.0,310.1199951171875,311.94000244140625,8234100
312.8900146484375,312.9800109863281,309.8599853515625,310.260009765625,9370800
309.3299865722656,310.8900146484375,309.25,310.1300048828125,8794700
310.3399963378906,312.6700134277344,310.30999755859375,311.0799865722656,12687900
305.07000732421875,306.3399963378906,303.5400085449219,306.19000244140625,12035200
305.30999755859375,307.3599853515625,305.1199951171875,307.1199951171875,6733200
305.7699890136719,307.2799987792969,304.8599853515625,306.7799987792969,6787500
300.0299987792969,302.3599853515625,299.8900146484375,301.2200012207031,13301300
302.3900146484375,304.9200134277344,301.95001220703125,304.8299865722656,8192100
308.55999755859375,309.0,307.3599853515625,307.54998779296875,9335600
308.0400085449219,309.3999938964844,306.9599914550781,309.25,8316400
307.04998779296875,307.57000732421875,306.1499938964844,307.1400146484375,5275800
305.07000732421875,307.7099914550781,304.5299987792969,307.3699951171875,7351600
306.29998779296875,306.45001220703125,302.7699890136719,304.1600036621094,11840500
303.5799865722656,305.5400085449219,303.2300109863281,305.5199890136719,10644100
306.1099853515625,306.510009765625,304.82000732421875,306.20001220703125,7053700
308.8599853515625,310.2799987792969,308.5199890136719,309.1400146484375,9187300
309.07000732421875,309.3800048828125,307.7300109863281,308.010009765625,5772900
307.7300109863281,308.739990234375,305.7900085449219,306.7300109863281,8149000
307.1099853515625,311.0899963378906,305.7300109863281,308.260009765625,17693100
305.5,307.6700134277344,305.1199951171875,307.5899963378906,6642300
309.239990234375,309.3699951171875,308.32000732421875,308.3900146484375,5574300
311.8800048828125,313.30999755859375,311.6099853515625,313.1300048828125,10995800
314.4800109863281,316.239990234375,313.6199951171875,316.1000061035156,13691800
314.0,314.9599914550781,311.4200134277344,312.17999267578125,10547500
309.2900085449219,310.989990234375,309.05999755859375,310.2699890136719,7698800
307.82000732421875,308.30999755859375,306.20001220703125,307.3999938964844,9376400
306.44000244140625,306.5799865722656,304.04998779296875,305.4100036621094,9275400
305.79998779296875,307.0299987792969,304.989990234375,306.25,5741100
304.4200134277344,304.6499938964844,300.9599914550781,300.9599914550781,13459600
304.5899963378906,304.6099853515625,302.8599853515625,302.9599914550781,8981000
308.6099853515625,309.54998779296875,307.45001220703125,309.1099853515625,12843400
310.79998779296875,311.739990234375,310.3699951171875,310.9100036621094,7639000
310.3699951171875,312.239990234375,310.2200012207031,311.1600036621094,6997700
310.32000732421875,311.239990234375,309.8399963378906,310.5,7418200
311.7200012207031,313.1400146484375,310.70001220703125,313.1199951171875,10891500
312.3500061035156,313.5299987792969,311.0,313.04998779296875,19886800
308.6199951171875,309.6600036621094,307.6300048828125,308.54998779296875,10326700
308.2200012207031,309.30999755859375,306.7099914550781,308.2699890136719,9697400
309.1000061035156,310.3900146484375,308.45001220703125,309.2099914550781,4718600
307.92999267578125,308.3399963378906,306.5199890136719,307.25,5817700
307.3399963378906,308.0,306.8699951171875,307.42999267578125,5990100
307.7900085449219,307.8900146484375,306.6300048828125,306.95001220703125,6150100
306.760009765625,307.4800109863281,305.19000244140625,305.2699890136719,5029900
307.5400085449219,308.4700012207031,307.3999938964844,308.3599853515625,6515400
307.8599853515625,308.1499938964844,307.0299987792969,307.2900085449219,4809000
306.5199890136719,311.0199890136719,306.42999267578125,310.5799865722656,8526500
309.6700134277344,310.8399963378906,309.6700134277344,309.8299865722656,4044400
310.6199951171875,312.2099914550781,310.30999755859375,312.0799865722656,11698500
311.3900146484375,312.9100036621094,310.7699890136719,312.7099914550781,4320100
313.32000732421875,315.0799865722656,313.07000732421875,315.0299987792969,9610200
314.7200012207031,318.0899963378906,314.6400146484375,318.07000732421875,15642600
320.82000732421875,325.9200134277344,320.239990234375,325.5899963378906,21247500
327.760009765625,329.45001220703125,326.7300109863281,328.1400146484375,16062200
327.0299987792969,327.55999755859375,325.3500061035156,326.69000244140625,11703100
329.5299987792969,331.44000244140625,328.92999267578125,331.04998779296875,16065200
333.6600036621094,335.6700134277344,333.2300109863281,334.82000732421875,18617300
337.0299987792969,338.30999755859375,333.8500061035156,334.05999755859375,21641900
335.7300109863281,336.5,326.19000244140625,335.260009765625,11945700
333.3699951171875,335.1600036621094,332.9700012207031,334.760009765625,9082600
335.8800048828125,336.3900146484375,335.2300109863281,335.4200134277344,9613500
336.30999755859375,339.2799987792969,336.2300109863281,338.9100036621094,10569900
340.0899963378906,340.8800048828125,338.6199951171875,339.5899963378906,12161500
338.5299987792969,341.239990234375,335.5400085449219,336.9700012207031,16370158
