HUT,HUT,HUT,HUT,HUT
Open,High,Low,Close,Volume
11.359999656677246,11.850000381469727,10.800000190734863,11.020000457763672,4799400
11.869999885559082,12.0600004196167,11.380000114440918,11.430000305175781,4156300
11.229999542236328,11.446999549865723,10.960000038146973,11.170000076293945,5830200
11.350000381469727,11.760000228881836,11.130000114440918,11.569999694824219,4297500
11.800000190734863,12.550000190734863,11.489999771118164,12.5,4196900
12.479999542236328,13.130000114440918,12.4350004196167,12.529999732971191,5196100
13.100000381469727,13.449999809265137,12.5600004196167,12.630000114440918,4822200
12.960000038146973,13.319999694824219,12.640000343322754,13.079999923706055,4132300
12.510000228881836,12.630000114440918,12.010000228881836,12.260000228881836,4748000
12.270000457763672,12.369999885559082,11.300000190734863,11.555000305175781,3876100
11.4399995803833,12.159000396728516,11.359999656677246,11.979999542236328,2556400
11.8100004196167,12.020000457763672,11.444999694824219,11.729999542236328,2088900
12.130000114440918,12.279999732971191,11.699999809265137,12.020000457763672,2555300
12.0,12.475000381469727,11.539999961853027,11.720000267028809,3187900
11.699999809265137,11.829999923706055,11.170000076293945,11.335000038146973,2844300
11.289999961853027,11.420000076293945,10.9399995803833,10.970000267028809,2927000
10.829999923706055,11.201000213623047,10.70199966430664,11.119999885559082,2144600
11.119999885559082,11.829999923706055,11.109999656677246,11.720000267028809,2673200
12.170000076293945,12.670000076293945,11.833999633789062,12.180000305175781,3634800
12.199999809265137,12.48900032043457,11.425000190734863,11.770000457763672,5395300
12.029999732971191,12.928000450134277,11.708000183105469,12.899999618530273,6529600
12.8100004196167,13.364999771118164,12.539999961853027,12.670000076293945,4362600
12.850000381469727,14.84000015258789,12.850000381469727,14.470000267028809,7036300
14.350000381469727,15.520000457763672,13.789999961853027,15.329999923706055,7369900
15.010000228881836,16.040000915527344,15.010000228881836,15.65999984741211,5720400
15.449999809265137,15.8100004196167,14.619999885559082,15.109999656677246,4961100
15.9399995803833,16.200000762939453,14.930000305175781,15.305000305175781,4593300
15.4399995803833,15.746999740600586,14.539999961853027,14.899999618530273,5061700
15.510000228881836,17.489999771118164,15.40999984741211,17.209999084472656,8626500
18.010000228881836,18.3799991607666,16.81999969482422,17.18000030517578,8234800
16.770000457763672,18.385000228881836,16.649999618530273,18.155000686645508,6647200
18.030000686645508,18.21500015258789,15.779999732971191,15.789999961853027,7379400
16.040000915527344,17.329999923706055,15.734999656677246,16.020000457763672,6521900
15.510000228881836,16.200000762939453,15.137999534606934,15.5600004196167,3125300
16.0,17.479999542236328,15.979999542236328,16.739999771118164,5721800
19.25,19.81999969482422,18.0,18.59000015258789,11597800
18.469999313354492,19.424999237060547,18.299999237060547,18.969999313354492,6168400
19.110000610351562,19.959999084472656,18.905000686645508,19.584999084472656,4712400
21.34000015258789,25.31999969482422,20.56999969482422,24.59000015258789,13684700
23.799999237060547,24.399999618530273,22.809999465942383,23.860000610351562,8961500
25.469999313354492,28.469999313354492,24.34000015258789,24.780000686645508,17988400
26.100000381469727,26.450000762939453,23.1200008392334,23.139999389648438,7483100
24.260000228881836,25.739999771118164,23.440000534057617,25.260000228881836,7458300
25.190000534057617,25.850000381469727,24.10099983215332,25.040000915527344,8311200
24.81999969482422,25.3799991607666,23.670000076293945,25.31999969482422,8259200
26.148000717163086,26.489999771118164,23.892000198364258,24.459999084472656,9510800
26.049999237060547,26.31999969482422,22.540000915527344,23.479999542236328,8789100
23.059999465942383,26.420000076293945,22.650999069213867,25.920000076293945,8055800
26.38800048828125,26.38800048828125,23.208999633789062,25.239999771118164,7916400
24.139999389648438,25.920000076293945,23.940000534057617,24.420000076293945,4740800
25.049999237060547,28.780000686645508,24.610000610351562,28.450000762939453,12367300
28.450000762939453,30.170000076293945,27.639999389648438,28.020000457763672,6661900
27.1200008392334,28.209999084472656,25.21299934387207,25.93000030517578,7402700
25.163999557495117,26.06800079345703,24.709999084472656,25.059999465942383,3682900
25.149999618530273,27.309999465942383,24.8700008392334,27.030000686645508,8411600
28.899999618530273,31.363000869750977,27.450000762939453,27.670000076293945,10894600
28.350000381469727,31.950000762939453,28.350000381469727,30.239999771118164,8758400
30.549999237060547,30.700000762939453,27.1200008392334,27.200000762939453,6018300
27.40999984741211,27.540000915527344,24.632999420166016,25.6200008392334,5391400
27.0,27.329999923706055,25.60700035095215,26.690000534057617,6518800
30.270000457763672,31.260000228881836,27.1200008392334,27.31999969482422,18902800
28.100000381469727,29.739999771118164,27.299999237060547,27.329999923706055,8539000
28.40999984741211,31.329999923706055,27.329999923706055,29.059999465942383,11078500
30.264999389648438,30.90999984741211,28.420000076293945,29.6200008392334,9004500
29.299999237060547,29.5,25.299999237060547,26.1299991607666,9066900
27.149999618530273,27.579999923706055,23.6200008392334,23.799999237060547,7806800
23.09000015258789,24.440000534057617,22.809999465942383,23.68000030517578,7353300
23.790000915527344,23.809999465942383,21.56100082397461,21.649999618530273,5707600
22.920000076293945,24.6299991607666,22.770000457763672,24.280000686645508,3821900
23.829999923706055,24.600000381469727,23.299999237060547,23.889999389648438,3039500
24.010000228881836,24.170000076293945,22.1200008392334,22.31999969482422,4649400
21.5,22.040000915527344,20.799999237060547,21.510000228881836,4005100
22.540000915527344,22.84000015258789,20.34000015258789,20.489999771118164,4189000
21.100000381469727,22.15999984741211,20.729999542236328,21.889999389648438,4095100
21.799999237060547,24.170000076293945,21.6299991607666,24.15999984741211,5321900
24.579999923706055,27.059999465942383,24.43000030517578,26.670000076293945,7675700
27.19499969482422,27.19499969482422,24.360000610351562,24.850000381469727,7142700
23.81999969482422,24.309999465942383,22.540000915527344,23.5,5044100
22.7549991607666,23.469999313354492,22.139999389648438,23.399999618530273,4352500
22.190000534057617,22.940000534057617,21.450000762939453,22.93000030517578,3938400
24.299999237060547,24.979999542236328,23.239999771118164,23.860000610351562,4252000
25.43000030517578,26.756999969482422,25.030000686645508,26.260000228881836,6109200
25.559999465942383,27.079999923706055,25.549999237060547,26.59000015258789,4974400
27.709999084472656,29.280000686645508,26.3700008392334,26.920000076293945,10173200
27.34000015258789,27.579999923706055,25.229999542236328,26.1200008392334,5966600
25.559999465942383,26.399999618530273,24.719999313354492,25.860000610351562,5154000
25.0,27.243999481201172,24.940000534057617,25.43000030517578,5368600
26.299999237060547,27.81999969482422,25.6200008392334,26.040000915527344,6741200
23.889999389648438,24.0,18.645000457763672,19.780000686645508,13190000
20.3700008392334,20.3700008392334,18.850000381469727,19.610000610351562,5519600
19.440000534057617,20.469999313354492,19.15999984741211,20.110000610351562,4211200
20.649999618530273,21.709999084472656,20.510000228881836,21.5,4791300
21.540000915527344,22.75,21.360000610351562,21.690000534057617,6547600
19.04199981689453,21.93000030517578,18.700000762939453,21.639999389648438,6128800
21.260000228881836,21.95400047302246,21.15999984741211,21.56999969482422,2866700
21.549999237060547,22.200000762939453,20.790000915527344,20.81999969482422,3107900
21.1200008392334,21.780000686645508,20.559999465942383,21.100000381469727,2436100
21.739999771118164,22.850000381469727,20.670000076293945,20.8799991607666,3741600
21.25,21.280000686645508,20.56999969482422,20.809999465942383,2342300
20.549999237060547,21.079999923706055,20.020000457763672,20.09000015258789,3029600
19.809999465942383,20.514999389648438,19.420000076293945,20.31999969482422,2044400
20.229999542236328,20.559999465942383,19.68000030517578,20.469999313354492,2820700
20.56999969482422,20.8799991607666,20.270000457763672,20.469999313354492,2232500
20.325000762939453,20.469999313354492,19.520000457763672,19.780000686645508,2753900
19.790000915527344,20.53499984741211,19.639999389648438,19.719999313354492,2236200
20.1299991607666,20.1299991607666,18.940000534057617,19.530000686645508,2949900
19.860000610351562,20.302000045776367,17.780000686645508,17.93000030517578,6375700
17.93000030517578,17.959999084472656,16.079999923706055,16.600000381469727,5289000
15.890000343322754,15.949999809265137,13.720000267028809,14.869999885559082,7915600
15.039999961853027,15.569999694824219,14.414999961853027,14.9399995803833,4967900
15.430000305175781,16.170000076293945,14.390000343322754,14.40999984741211,5393600
14.239999771118164,15.34000015258789,13.90999984741211,14.75,6653400
16.510000228881836,17.450000762939453,14.010000228881836,14.079999923706055,6257100
13.420000076293945,14.5,12.899999618530273,14.020000457763672,4646100
14.539999961853027,14.9399995803833,14.020000457763672,14.920000076293945,3717100
14.34000015258789,14.449999809265137,13.194999694824219,13.40999984741211,4624600
13.40999984741211,13.670000076293945,12.5600004196167,13.510000228881836,5324400
12.729999542236328,12.9399995803833,11.0,11.479999542236328,6093600
11.5,12.109999656677246,11.029999732971191,11.880000114440918,4188700
12.25,12.454000473022461,11.579999923706055,12.149999618530273,3874400
12.114999771118164,12.1899995803833,11.449999809265137,11.710000038146973,3509900
12.109999656677246,12.71500015258789,12.0,12.619999885559082,4043100
12.4399995803833,13.145000457763672,12.204999923706055,12.949999809265137,3194100
12.600000381469727,12.687000274658203,12.050000190734863,12.069999694824219,3549500
12.239999771118164,13.255000114440918,12.239999771118164,12.930000305175781,4273700
12.539999961853027,13.449999809265137,12.531999588012695,12.920000076293945,3899800
12.529999732971191,12.914999961853027,12.369999885559082,12.899999618530273,3336600
13.25,14.010000228881836,13.25,13.949999809265137,4583900
13.885000228881836,13.949999809265137,13.37399959564209,13.65999984741211,2808500
13.5,13.739999771118164,12.789999961853027,12.930000305175781,2778900
12.569999694824219,12.760000228881836,12.3100004196167,12.460000038146973,2452600
12.25,12.329999923706055,11.649999618530273,11.720000267028809,2883900
12.300000190734863,12.460000038146973,11.472000122070312,11.619999885559082,9170000
11.869999885559082,13.34000015258789,11.149999618530273,13.319999694824219,10059000
12.989999771118164,13.630000114440918,12.770000457763672,13.390000343322754,8258300
11.765000343322754,12.279999732971191,11.579999923706055,11.90999984741211,5324600
11.550000190734863,11.736000061035156,10.039999961853027,11.390000343322754,7151200
10.130000114440918,12.510000228881836,10.100000381469727,11.430000305175781,6705900
12.074999809265137,12.34000015258789,10.760000228881836,11.079999923706055,5466100
10.930000305175781,13.029999732971191,10.539999961853027,12.59000015258789,9684300
12.154999732971191,12.220000267028809,11.4399995803833,11.729999542236328,6038800
11.819999694824219,12.329999923706055,11.600000381469727,12.15999984741211,5154800
12.75,12.90999984741211,11.920000076293945,12.100000381469727,5700100
12.09000015258789,12.156999588012695,11.170000076293945,11.430000305175781,4693600
11.09000015258789,11.449999809265137,10.859999656677246,11.079999923706055,5587800
11.050000190734863,11.25,10.609999656677246,11.1899995803833,4259700
11.210000038146973,11.430000305175781,10.609999656677246,10.640000343322754,5057800
10.994999885559082,11.954999923706055,10.9399995803833,11.789999961853027,8131700
12.710000038146973,12.829999923706055,11.979999542236328,12.260000228881836,6602900
12.229999542236328,13.074999809265137,12.0600004196167,12.899999618530273,4604500
13.145000457763672,13.664999961853027,12.859999656677246,13.399999618530273,4774600
13.710000038146973,13.800000190734863,12.609999656677246,13.109999656677246,4221400
13.03499984741211,13.15999984741211,12.789999961853027,13.050000190734863,3074600
12.369999885559082,12.470000267028809,11.859999656677246,12.3100004196167,4580000
12.899999618530273,13.699999809265137,12.739999771118164,13.510000228881836,8090200
13.770000457763672,14.270000457763672,13.470000267028809,13.800000190734863,5555500
13.229999542236328,13.289999961853027,12.680000305175781,12.760000228881836,4470100
12.319999694824219,12.829999923706055,12.229999542236328,12.760000228881836,3894100
12.84000015258789,13.050000190734863,12.449999809265137,12.65999984741211,5087100
13.09000015258789,14.779999732971191,12.8100004196167,14.170000076293945,10578700
14.270000457763672,14.869999885559082,13.479999542236328,13.890000343322754,8254200
15.199999809265137,16.309999465942383,14.970000267028809,15.520000457763672,11824300
16.28499984741211,16.649999618530273,15.600000381469727,16.5,9637600
16.639999389648438,16.93000030517578,16.049999237060547,16.1299991607666,7641100
15.640000343322754,15.789999961853027,15.020000457763672,15.579999923706055,5903900
15.550000190734863,17.450000762939453,15.529999732971191,17.1299991607666,11037600
16.424999237060547,17.229999542236328,15.90999984741211,17.170000076293945,7205100
17.135000228881836,17.229999542236328,16.3799991607666,16.829999923706055,8404700
16.6200008392334,17.815000534057617,16.0049991607666,16.360000610351562,10944700
16.90999984741211,17.450000762939453,16.56999969482422,17.079999923706055,10069500
16.40999984741211,17.0,16.18000030517578,16.649999618530273,7186800
17.260000228881836,17.3799991607666,16.540000915527344,16.899999618530273,6961800
16.81999969482422,16.84000015258789,15.489999771118164,15.539999961853027,6761000
15.84000015258789,15.930000305175781,15.3100004196167,15.380000114440918,4506000
15.1850004196167,15.4399995803833,14.744000434875488,15.270000457763672,7494500
15.029999732971191,15.59000015258789,14.880000114440918,15.210000038146973,5132900
15.600000381469727,16.209999084472656,15.40999984741211,16.059999465942383,6761100
15.949999809265137,17.1299991607666,15.819999694824219,17.010000228881836,6668200
17.174999237060547,17.299999237060547,16.059999465942383,16.31999969482422,8786600
16.889999389648438,18.829999923706055,16.790000915527344,18.56999969482422,11137800
19.469999313354492,19.5,18.219999313354492,18.549999237060547,5962900
18.780000686645508,19.010000228881836,18.15999984741211,18.530000686645508,4384100
18.600000381469727,18.827999114990234,18.219999313354492,18.520000457763672,4598300
17.829999923706055,18.940000534057617,17.790000915527344,18.360000610351562,4028900
17.700000762939453,18.290000915527344,17.344999313354492,17.479999542236328,4831600
18.0,18.60099983215332,17.584999084472656,18.459999084472656,4489900
17.989999771118164,18.06999969482422,16.75,16.989999771118164,5327900
16.774999618530273,17.315000534057617,16.665000915527344,17.030000686645508,5691400
17.375,17.56999969482422,16.5049991607666,16.700000762939453,6626000
16.139999389648438,16.530000686645508,15.260000228881836,15.890000343322754,7321400
16.360000610351562,17.270000457763672,16.309999465942383,17.239999771118164,5097300
17.68000030517578,18.40999984741211,17.389999389648438,17.450000762939453,6721900
17.280000686645508,18.8799991607666,17.030000686645508,18.68000030517578,9417100
18.59000015258789,18.59000015258789,17.420000076293945,17.65999984741211,7735000
17.899999618530273,18.790000915527344,17.8700008392334,18.600000381469727,5177000
18.079999923706055,19.739999771118164,18.030000686645508,18.479999542236328,6178500
19.270000457763672,21.549999237060547,19.1299991607666,21.079999923706055,16981400
21.149999618530273,22.329999923706055,21.100000381469727,21.899999618530273,6853600
21.600000381469727,21.670000076293945,20.040000915527344,21.200000762939453,8725600
21.940000534057617,22.415000915527344,20.739999771118164,20.889999389648438,5868300
21.09000015258789,21.485000610351562,20.051000595092773,21.270000457763672,5171400
21.18000030517578,22.368000030517578,20.899999618530273,22.06999969482422,6579600
22.610000610351562,22.799999237060547,21.579999923706055,21.829999923706055,5592800
22.239999771118164,23.559999465942383,21.84000015258789,22.1200008392334,6262300
21.84000015258789,22.010000228881836,21.275999069213867,21.559999465942383,3956600
22.18000030517578,22.770000457763672,21.940000534057617,22.239999771118164,5170000
21.600000381469727,22.40999984741211,21.479999542236328,22.1200008392334,4202200
22.260000228881836,22.600000381469727,20.90999984741211,21.6200008392334,5347400
21.860000610351562,22.770000457763672,21.200000762939453,21.34000015258789,5032100
21.760000228881836,21.760000228881836,20.3799991607666,21.399999618530273,4055000
21.399999618530273,21.84000015258789,20.780000686645508,21.649999618530273,4046100
21.360000610351562,21.729999542236328,21.059999465942383,21.139999389648438,3316700
21.0,21.0,19.979999542236328,20.3799991607666,3410000
20.780000686645508,20.93000030517578,20.125,20.329999923706055,2039900
20.489999771118164,20.549999237060547,19.239999771118164,19.700000762939453,3411600
19.739999771118164,20.030000686645508,19.3700008392334,19.81999969482422,3433700
20.270000457763672,21.989999771118164,20.040000915527344,21.229999542236328,7835200
19.854999542236328,20.280000686645508,19.100000381469727,19.780000686645508,4766500
19.969999313354492,21.19499969482422,19.485000610351562,21.190000534057617,3189200
21.06999969482422,21.08300018310547,19.920000076293945,20.270000457763672,3364700
20.274999618530273,20.700000762939453,19.96500015258789,20.690000534057617,3130400
21.15999984741211,21.709999084472656,19.1200008392334,20.020000457763672,5940400
20.149999618530273,20.209999084472656,18.68000030517578,19.454999923706055,5391400
19.700000762939453,21.305999755859375,19.700000762939453,20.56999969482422,6131300
20.600000381469727,21.6200008392334,20.399999618530273,21.579999923706055,4121700
21.90999984741211,22.479999542236328,21.674999237060547,22.360000610351562,4859000
21.56999969482422,23.8700008392334,21.31999969482422,23.799999237060547,9120200
23.549999237060547,23.899999618530273,22.799999237060547,23.31999969482422,4728000
23.299999237060547,24.76799964904785,22.53499984741211,24.420000076293945,5945600
24.350000381469727,24.43000030517578,21.5,21.979999542236328,6620900
22.25,22.31999969482422,20.690000534057617,22.309999465942383,4290700
22.15999984741211,22.15999984741211,21.010000228881836,21.3700008392334,4209700
21.40999984741211,23.5,21.0,23.3700008392334,5636400
22.579999923706055,23.6200008392334,21.889999389648438,23.450000762939453,3306900
23.100000381469727,26.365999221801758,23.027999877929688,25.90999984741211,8850400
26.0,27.399999618530273,25.600000381469727,26.350000381469727,6086700
27.0,27.219999313354492,26.31399917602539,26.510000228881836,4308300
26.40999984741211,27.079999923706055,26.049999237060547,26.729999542236328,4096700
25.81999969482422,27.530000686645508,24.770000457763672,27.399999618530273,4428100
27.790000915527344,28.65999984741211,26.250999450683594,27.670000076293945,11114700
27.600000381469727,27.809999465942383,25.530000686645508,25.610000610351562,6387300
26.389999389648438,27.15999984741211,24.20199966430664,25.3799991607666,5256800
25.489999771118164,26.15999984741211,25.454999923706055,25.479999542236328,3877400
26.674999237060547,29.34000015258789,26.187000274658203,29.299999237060547,9270700
30.135000228881836,31.93000030517578,29.75200080871582,30.950000762939453,7678400
31.1299991607666,32.220001220703125,30.65999984741211,31.959999084472656,4634000
32.220001220703125,32.83000183105469,31.790000915527344,32.439998626708984,3817500
33.119998931884766,34.209999084472656,32.35499954223633,34.19499969482422,4207700
34.619998931884766,35.650001525878906,33.79999923706055,35.029998779296875,5853100
33.9900016784668,38.35100173950195,33.90299987792969,37.790000915527344,9213976
