JD,JD,JD,JD,JD
Open,High,Low,Close,Volume
26.246232218829775,26.357938756459102,25.906254752763747,26.14909553527832,10352800
27.615854868601417,27.96554619823066,27.363300225283428,27.916976928710938,21141900
28.033540052142648,28.072393613269107,27.572142202624295,27.7324161529541,10083000
28.276380691946166,29.111751705715342,28.25695298511411,28.907766342163086,16394900
31.559588836289258,32.93892266346783,31.112758992912383,32.9292106628418,45862000
31.582900451199844,32.414386304385154,31.404171474874435,32.258968353271484,25649800
35.998720127929595,37.086645832151426,35.87244187930586,36.9020881652832,53720600
38.37855434803277,38.796240776353,37.69860314421487,38.757389068603516,44906900
41.166371885229815,41.45778009303685,38.66996885277076,38.85452651977539,49687700
38.65053916148356,41.768613865380374,38.51454891851578,41.700618743896484,36322900
45.30437524132595,45.30437524132595,42.47770871549791,43.517066955566406,58760400
41.7686162792468,43.54621265765709,41.584058611047,43.32279586791992,30201800
44.954684587813176,45.65406722898189,44.449575314242026,45.62492752075195,30001100
46.188315335086024,46.45058382055187,43.206230871188886,45.73177719116211,34782900
41.846325701957106,43.22565957726427,41.31207301247981,42.29315185546875,33635800
40.20472002374021,42.29315227001354,40.107585191313866,41.613197326660156,26457000
41.76861399218914,42.77883252223995,40.7098280474247,41.98231506347656,15866800
40.87496268123746,42.982818914944524,40.709829020715645,42.57484817504883,14606700
42.516565604420926,44.05131745762544,42.11247817749623,42.87596893310547,22318300
40.37470898936072,40.797253303973335,38.869096810900615,39.009944915771484,25545900
39.31106752910754,40.51555574972208,39.24307240562718,39.37906265258789,17310300
38.29113398003048,38.60197360018095,37.52375989994869,37.737457275390625,17418500
39.66075916682804,39.80646141595765,38.427127522491055,38.83509826660156,15214100
38.32998865103677,38.76710280553797,38.2328538191282,38.5436897277832,9582600
38.46597763766709,39.855027180098155,38.310559688431404,39.19449996948242,11353200
39.61704645450772,40.00073534854528,38.626255583598684,38.85452651977539,11646800
38.49512065199599,38.67967830684704,37.688887501184034,38.203712463378906,8541800
39.09250681749773,39.76760387375704,38.582543414634294,38.757389068603516,10675400
39.30135058905979,40.68068813377354,39.17507605253477,40.44755935668945,11411900
41.273222216896144,41.380069051700744,39.83560148214741,39.96187973022461,14259100
38.835095764243164,39.26249418845593,38.330957343971285,38.883663177490234,7626100
39.126504434077084,39.56361856963009,38.6505385907186,39.45676803588867,8319600
39.60247682565022,39.99587772315909,39.17507836546104,39.281925201416016,6746100
39.12165298002065,39.74817896108382,38.640825545079494,38.718536376953125,7358700
39.58304578570759,40.00073220945338,38.79624035146306,38.883663177490234,7419900
36.974936374601135,37.91230194745529,35.87244084752859,37.5626106262207,15031800
38.99537304750424,40.311569635527555,38.92252007213191,40.04930114746094,16561700
38.65053908591949,39.04879781331346,37.047788470175654,37.251773834228516,13967600
37.96087100948817,38.16485636732514,37.50918702830283,37.902587890625,12044300
35.853013363418896,35.862725364421976,34.97878505488922,35.06620788574219,20709400
35.48875272843662,35.765591079461466,34.5416751342612,34.66794967651367,18818600
34.415395559714675,34.415395559714675,32.21040083767801,32.39495849609375,30435000
33.2691887991769,34.18712670464468,32.696084376753845,33.997711181640625,17140200
34.41539502094691,34.67766350329902,34.05599171051898,34.318260192871094,10637100
33.609161856786734,34.18226623535156,33.51202702874097,34.18226623535156,8723000
34.46396220384249,34.473677909858615,33.88114582838407,34.17255401611328,8294500
34.17255554943514,34.73594424359669,34.09484471964385,34.36682891845703,9256800
34.19392533220261,34.3862570444577,33.55088414131472,33.68687438964844,10254600
33.29832688464605,33.65773391039385,33.05548610233572,33.5217399597168,10780500
34.20169395263271,34.48339014169122,33.73544010804768,34.318260192871094,12297200
35.64902652645578,36.24155861058414,35.522748285873625,36.12499237060547,15475000
36.095853978089046,36.338694762038905,35.70730724158675,36.30955505371094,6108800
36.91179772718573,37.00796172529925,36.17356340304272,36.396976470947266,7745100
36.0181469514022,36.5329682290212,35.89089787632652,36.03757095336914,5056500
35.42561267702782,35.517889649823076,34.53195671750682,34.70680236816406,14240200
35.39161801964508,35.687884079472084,35.27019762481291,35.367332458496094,8938800
36.54267857899979,36.89236988590653,36.09585244482169,36.11528015136719,11390600
39.456770123989756,41.506346963805214,39.35963529115133,40.088157653808594,33201100
38.65053905619337,39.00120119837197,38.21342491537612,38.43198013305664,10131300
37.19834866677514,37.35862446987207,36.76609237754248,37.11578369140625,11369600
36.33869511222817,37.028362055982456,35.95014837198152,37.01865005493164,9606800
36.34355403318675,36.43583101497759,35.85787244633819,36.22213363647461,7498100
35.687884412056114,35.92100949725085,35.43532791339599,35.65874099731445,6836000
35.576175701044015,36.440688319745846,35.42852808585382,36.20270538330078,5980700
35.911294065629974,36.396975603091214,35.270194584399384,35.39646911621094,6149700
35.51303651894305,35.678166468481805,34.86222131054304,34.881649017333984,7279600
34.38139802441981,34.84765187665127,34.04627656278686,34.619380950927734,12467900
34.75537327371586,35.32847769613989,34.64852273141464,35.250770568847656,7293300
35.377041956478266,35.445040781792706,35.13905903697416,35.415897369384766,2140800
35.15363159123268,35.571318048427266,35.03221119566347,35.09535217285156,4576000
34.19198400964128,34.25026342781149,33.6771590145806,33.9782829284668,6635700
33.65773489050338,33.686874599483154,33.06520277153871,33.278900146484375,12576800
33.86171972419147,34.230838755692304,33.48774283945269,33.67715835571289,6339100
33.14290913632458,33.82286407207284,33.113769428013875,33.249759674072266,6379800
33.67715720239703,34.3474001189395,33.67715720239703,34.327972412109375,7170500
34.62909861801142,34.930218830309116,33.93457380072955,34.13370132446289,8641700
33.87143238787955,34.289118843562555,33.87143238787955,33.9782829284668,7231800
33.628588550722334,33.86171731864986,33.31289481089683,33.72572708129883,5986000
32.61351840095072,32.647515962876774,31.84128277226418,32.15211868286133,12721100
32.045271965513784,32.63780037473763,32.045271965513784,32.433815002441406,7485900
34.09484293384881,34.3279717055557,33.68687221518191,33.745155334472656,9069300
34.67766449617064,34.67766449617064,34.23569249322219,34.357112884521484,6495400
34.677665816685185,34.910790901801654,34.36682989955896,34.40568161010742,6110700
36.29984045495393,38.11629224225479,36.14442249670183,37.88316345214844,28484000
38.8836643945081,39.068225758262095,37.300345181451966,37.39748001098633,16565000
38.02886875596987,38.269764178576374,37.562611183765526,37.999725341796875,12974900
37.74717287021669,37.78602828580243,37.207095192126495,37.59175491333008,7291500
38.6651111156371,39.61218872022054,38.44169803213169,39.55390930175781,11759000
39.437343268864886,39.55390951733848,38.78653172277457,39.14593505859375,10170000
39.126505002943226,39.96187787293322,38.68939456649116,39.893882751464844,7840700
39.93273944802982,40.2824307727894,39.000231718975186,39.107078552246094,10791700
39.00023260955369,41.21979729635518,38.97108919485401,41.088661193847656,11680000
40.646692863410884,40.81668067635452,39.29649865566367,39.55390930175781,11057900
37.824877264697236,39.767603438228896,37.776309851450165,38.883663177490234,10652300
40.457277567747084,41.04009398835776,39.94245256723601,39.98130798339844,13552700
39.13622151046409,39.38877429459547,38.54854725976519,38.66996765136719,10930000
39.29164090462081,39.47619857266072,38.689396777713796,38.86423873901367,5359900
39.437339743025824,40.146438055413455,38.71853313565134,39.0196533203125,8332400
40.243572848779344,41.09837339984946,39.485910829339986,40.962379455566406,10894600
40.02016141651707,40.3504250266199,39.24307165905636,39.631614685058594,18749200
38.82538369816895,38.88366311178451,37.78893798202065,38.18428421020508,19220100
37.05750299423438,38.52425961503157,36.75637910538851,38.45626449584961,10155800
40.806963427692246,41.01095250097302,39.80646059035242,40.19500732421875,13326400
39.03422765972839,39.04879751341224,37.65003227246401,37.795738220214844,18769400
38.10657391911866,38.20856659983217,37.48490212879473,38.067718505859375,10187000
40.27757097503515,41.70061806070153,39.32077773138646,40.01044464111328,20897000
40.54469954988892,42.38057531225866,40.350426178613226,41.205223083496094,22998400
39.5927577192706,39.81617448965059,37.718030374000094,38.18428421020508,27908900
38.80595714767876,39.398489240126686,38.63111149071196,38.92251968383789,16079900
41.574341243792745,42.254296176225566,40.96723928723778,41.31207275390625,16965200
41.68604996466243,42.09402070408251,40.83610721874763,41.3217887878418,10789800
39.79188937514939,40.71953920497567,39.728752107874726,40.70011520385742,9714300
40.10758466262701,40.496127692667045,38.815669916739594,39.08765411376953,15436500
39.45191510300765,40.43784808577655,39.15564905231422,39.777320861816406,11817500
41.22464839338866,42.64284132739431,40.71953913963346,42.5068473815918,19302200
43.449071226318225,45.1149590990104,41.467489603523724,42.66226577758789,46754400
42.05031213576567,42.49519664143716,40.55441197827544,41.078948974609375,22241500
39.981305552088465,40.60297735105698,39.0487978536357,39.4761962890625,16387300
40.360135691205436,40.59326446345333,39.20421494684393,39.583045959472656,13318500
39.097365685469555,39.505336418351106,38.4863767102279,39.21392822265625,11662000
39.3547766876457,40.94295748301834,39.332436491719136,40.059017181396484,16393200
41.76861616022789,42.13773520103212,41.457780243378984,41.924034118652344,12370500
42.17658431448462,43.98332028582773,42.06002177920783,43.91532516479492,15971300
44.367009026130695,44.43986200000883,43.410215775989755,43.633628845214844,10885800
43.98332169028543,44.080460227331365,42.992530845154704,43.54621124267578,6523000
41.360644435295654,42.34074875042485,41.19551077403763,41.74918746948242,17561100
40.87496229641357,41.244077617951824,40.69040093018817,41.03038024902344,10837900
41.30236184353841,41.58405804812725,40.82639226663118,41.350929260253906,8128800
40.554409222350024,41.399494077599414,40.17557820811602,40.28242874145508,11454900
40.64183262000337,41.08865876073741,40.2824293072787,40.58354949951172,9373000
40.78753768191414,42.13773178091074,40.60297632376379,41.66176223754883,9563600
40.787540976460086,40.99638420539763,40.24843412281798,40.3892822265625,6737900
39.68989868980102,40.13186699385218,39.3887747809457,39.94245147705078,7232100
40.12701056420224,40.49612587031136,39.89388179230416,40.136722564697266,11027700
40.039589248575155,40.287284177833,39.51019441794746,39.91331100463867,6850400
38.16485698631407,39.1070766710858,38.087146159902794,38.757389068603516,10969200
35.35276185685335,35.85107162101185,33.861719588043854,35.75587844848633,25781400
33.42946246420712,35.91129551740269,32.56009203235106,33.91999816894531,28861900
35.709999084472656,35.94499969482422,32.71500015258789,33.02000045776367,26493200
33.3849983215332,35.650001525878906,33.029998779296875,35.07500076293945,26784500
36.025001525878906,37.16999816894531,34.9900016784668,35.58000183105469,24546400
36.2400016784668,36.70000076293945,35.08000183105469,36.41999816894531,22648300
37.71500015258789,39.27000045776367,37.650001525878906,38.18000030517578,18710200
37.755001068115234,37.7599983215332,37.16999816894531,37.439998626708984,12425900
35.93000030517578,36.150001525878906,35.04999923706055,35.33000183105469,16172100
35.58000183105469,35.775001525878906,34.689998626708984,34.720001220703125,13869900
34.15999984741211,34.2400016784668,33.08000183105469,34.060001373291016,14714100
33.8849983215332,34.2599983215332,33.29999923706055,33.66999816894531,25811300
34.21500015258789,34.81999969482422,33.470001220703125,33.560001373291016,20795800
32.31999969482422,32.599998474121094,31.895000457763672,32.470001220703125,25415800
31.989999771118164,32.584999084472656,31.799999237060547,32.529998779296875,14425400
32.595001220703125,33.17499923706055,32.349998474121094,32.70000076293945,14246600
32.98500061035156,33.209999084472656,32.845001220703125,32.880001068115234,10406600
32.58000183105469,32.66999816894531,31.940000534057617,32.619998931884766,12113100
32.779998779296875,33.06999969482422,32.525001525878906,32.849998474121094,6796800
34.369998931884766,34.64500045776367,33.86000061035156,34.470001220703125,12543600
34.025001525878906,34.45500183105469,33.95000076293945,34.060001373291016,6749300
34.040000915527344,34.310001373291016,33.939998626708984,34.060001373291016,11487300
33.599998474121094,33.91999816894531,33.369998931884766,33.81999969482422,6926300
34.09000015258789,34.369998931884766,33.68000030517578,34.119998931884766,6830800
34.099998474121094,34.38999938964844,33.81999969482422,33.86000061035156,6691000
35.900001525878906,36.2400016784668,35.55500030517578,36.04999923706055,21421300
36.064998626708984,38.08000183105469,35.31999969482422,37.25,39429000
36.790000915527344,37.0,35.540000915527344,35.72999954223633,16957400
34.91400146484375,34.970001220703125,33.95000076293945,34.349998474121094,19620600
33.880001068115234,33.91999816894531,33.46500015258789,33.54999923706055,13346200
33.22999954223633,33.70000076293945,33.029998779296875,33.689998626708984,7112600
34.08000183105469,34.459999084472656,33.8849983215332,33.95000076293945,10704900
34.220001220703125,34.29999923706055,33.54499816894531,33.650001525878906,8321400
33.599998474121094,33.970001220703125,33.279998779296875,33.689998626708984,8963600
33.25,33.53499984741211,33.099998474121094,33.349998474121094,6530900
32.8650016784668,32.88999938964844,32.45000076293945,32.540000915527344,11839500
32.18000030517578,32.20000076293945,31.55500030517578,31.579999923706055,13150800
32.9900016784668,33.119998931884766,32.525001525878906,32.939998626708984,18247500
32.48500061035156,32.625,31.979999542236328,32.40999984741211,11037500
32.59000015258789,32.900001525878906,32.45000076293945,32.86000061035156,6943100
32.619998931884766,32.665000915527344,32.25,32.40999984741211,7013100
32.775001525878906,33.5,32.75,33.33000183105469,11293700
33.505001068115234,33.505001068115234,32.89500045776367,33.09000015258789,10160600
32.88999938964844,33.150001525878906,32.70000076293945,33.119998931884766,8489700
34.04999923706055,34.119998931884766,33.599998474121094,33.939998626708984,11381400
33.959999084472656,33.959999084472656,33.470001220703125,33.790000915527344,6061700
34.23500061035156,34.30500030517578,33.70000076293945,33.72999954223633,6792200
33.58000183105469,33.79999923706055,33.4900016784668,33.61000061035156,5265900
32.9900016784668,33.18000030517578,32.625,32.7599983215332,6847200
33.18000030517578,33.790000915527344,33.18000030517578,33.47999954223633,9697800
33.560001373291016,33.900001525878906,33.16999816894531,33.16999816894531,7943300
32.84000015258789,32.84000015258789,32.310001373291016,32.5,9966100
32.1150016784668,32.1150016784668,31.360000610351562,31.440000534057617,16387900
31.5,31.690000534057617,31.270999908447266,31.59000015258789,9278700
32.31999969482422,32.790000915527344,32.095001220703125,32.58000183105469,10894300
33.029998779296875,33.275001525878906,32.7599983215332,32.939998626708984,8387200
33.125,33.290000915527344,32.880001068115234,33.2599983215332,6795900
33.26499938964844,33.27000045776367,32.9109992980957,33.06999969482422,7636400
32.560001373291016,32.67499923706055,32.18000030517578,32.63999938964844,7922900
32.435001373291016,32.959999084472656,32.189998626708984,32.70000076293945,6415500
32.59000015258789,32.59000015258789,32.005001068115234,32.470001220703125,10078900
31.985000610351562,32.29999923706055,31.915000915527344,32.06999969482422,5948500
31.8799991607666,32.52000045776367,31.844999313354492,32.02000045776367,6779700
32.4900016784668,33.18000030517578,32.45000076293945,32.70000076293945,8190400
32.05500030517578,32.06999969482422,31.399999618530273,31.600000381469727,12983600
31.3700008392334,31.450000762939453,31.1299991607666,31.219999313354492,10081100
31.360000610351562,31.510000228881836,31.049999237060547,31.100000381469727,7774200
31.020000457763672,31.104999542236328,30.709999084472656,30.799999237060547,8442800
31.75,32.20000076293945,31.55500030517578,32.040000915527344,16352700
31.780000686645508,31.799999237060547,31.360000610351562,31.639999389648438,7506600
31.600000381469727,32.810001373291016,31.559999465942383,32.689998626708984,12359300
34.0,34.540000915527344,33.650001525878906,33.91999816894531,23776800
33.54999923706055,33.880001068115234,33.15999984741211,33.400001525878906,10481400
33.4900016784668,33.9900016784668,33.18000030517578,33.880001068115234,10338600
34.244998931884766,34.314998626708984,33.83000183105469,33.93000030517578,8726200
33.93000030517578,33.97999954223633,33.3120002746582,33.470001220703125,7713800
33.150001525878906,33.310001373291016,32.97999954223633,33.18000030517578,4898000
33.380001068115234,33.650001525878906,33.060001373291016,33.220001220703125,5788300
33.20000076293945,33.26499938964844,32.130001068115234,32.220001220703125,11111500
32.060001373291016,32.16999816894531,31.584999084472656,31.75,9185100
31.270000457763672,31.90999984741211,31.079999923706055,31.489999771118164,12633600
31.1200008392334,31.170000076293945,30.600000381469727,30.90999984741211,11472700
31.468000411987305,31.65999984741211,31.170000076293945,31.6200008392334,9410700
31.399999618530273,31.610000610351562,31.309999465942383,31.34000015258789,5967100
31.290000915527344,31.420000076293945,30.969999313354492,31.34000015258789,4616700
31.65999984741211,31.829999923706055,31.520000457763672,31.75,4975800
31.420000076293945,31.5,31.184999465942383,31.489999771118164,4302800
31.225000381469727,31.559999465942383,31.049999237060547,31.18000030517578,7618000
31.459999084472656,32.198001861572266,31.40999984741211,32.119998931884766,8440300
32.724998474121094,32.79999923706055,32.1150016784668,32.5099983215332,16590600
31.899999618530273,32.77000045776367,31.15999984741211,31.579999923706055,24556800
31.1200008392334,31.809999465942383,31.1200008392334,31.700000762939453,14059800
31.989999771118164,32.47999954223633,31.68000030517578,31.770000457763672,9850000
31.520000457763672,31.850000381469727,31.1299991607666,31.239999771118164,8780100
31.260000228881836,31.450000762939453,30.959999084472656,31.170000076293945,7150400
30.979999542236328,31.299999237060547,30.950000762939453,31.18000030517578,5008000
31.309999465942383,31.959999084472656,31.200000762939453,31.8799991607666,12016200
32.21500015258789,32.42499923706055,31.985000610351562,31.989999771118164,9985600
32.099998474121094,32.369998931884766,31.760000228881836,31.809999465942383,5606200
30.799999237060547,30.8799991607666,30.551000595092773,30.81999969482422,16777300
30.1299991607666,30.450000762939453,29.899999618530273,30.389999389648438,18320600
30.7549991607666,31.34000015258789,30.5,31.06999969482422,18807400
30.549999237060547,31.6200008392334,30.204999923706055,31.579999923706055,16122200
31.0,31.329999923706055,30.865999221801758,31.200000762939453,9620800
31.020000457763672,31.139999389648438,30.610000610351562,30.93000030517578,13222500
31.389999389648438,31.450000762939453,30.954999923706055,31.450000762939453,13874900
31.65999984741211,32.869998931884766,31.600000381469727,32.849998474121094,21711600
33.02000045776367,33.93000030517578,32.75,33.869998931884766,27784500
33.869998931884766,33.880001068115234,33.07500076293945,33.31999969482422,20033900
33.33000183105469,34.459999084472656,33.27000045776367,34.400001525878906,23508000
34.23500061035156,34.27000045776367,33.61000061035156,33.66999816894531,20314000
34.209999084472656,34.31999969482422,33.369998931884766,33.619998931884766,19129600
33.470001220703125,34.939998626708984,33.13999938964844,34.709999084472656,27885400
35.470001220703125,35.685001373291016,34.550201416015625,35.2400016784668,31399382
