NIO,NIO,NIO,NIO,NIO
Open,High,Low,Close,Volume
5.449999809265137,5.480000019073486,5.010000228881836,5.019999980926514,65049700
5.25,5.400000095367432,4.96999979019165,5.400000095367432,93014300
5.340000152587891,5.539999961853027,5.210000038146973,5.28000020980835,53489100
5.199999809265137,5.559999942779541,5.050000190734863,5.320000171661377,66291800
5.760000228881836,5.960000038146973,5.610000133514404,5.940000057220459,116346100
5.699999809265137,5.840000152587891,5.570000171661377,5.650000095367432,72687400
6.0,6.199999809265137,5.699999809265137,5.78000020980835,139473600
6.010000228881836,6.659999847412109,5.989999771118164,6.519999980926514,180982100
7.699999809265137,7.710000038146973,6.659999847412109,6.679999828338623,213140800
6.900000095367432,7.079999923706055,6.440000057220459,7.03000020980835,146968900
7.239999771118164,7.380000114440918,6.820000171661377,7.210000038146973,135598100
6.860000133514404,6.989999771118164,6.670000076293945,6.699999809265137,99136000
6.71999979019165,6.800000190734863,6.400000095367432,6.769999980926514,91621900
6.809999942779541,6.929999828338623,6.559999942779541,6.789999961853027,78405000
6.260000228881836,6.400000095367432,6.110000133514404,6.239999771118164,82359200
6.079999923706055,6.449999809265137,5.980000019073486,6.289999961853027,70071100
6.230000019073486,6.349999904632568,6.130000114440918,6.21999979019165,47902300
6.059999942779541,6.300000190734863,6.03000020980835,6.239999771118164,42897900
6.059999942779541,6.179999828338623,5.760000228881836,5.789999961853027,80930100
5.610000133514404,5.809999942779541,5.550000190734863,5.619999885559082,67585800
5.659999847412109,5.690000057220459,5.480000019073486,5.510000228881836,46932600
5.360000133514404,5.360000133514404,5.050000190734863,5.150000095367432,74651600
5.460000038146973,5.489999771118164,5.179999828338623,5.21999979019165,66972500
5.090000152587891,5.269999980926514,5.050000190734863,5.139999866485596,35255300
5.159999847412109,5.349999904632568,5.150000095367432,5.230000019073486,38285800
5.21999979019165,5.289999961853027,5.150000095367432,5.190000057220459,36170900
5.150000095367432,5.159999847412109,4.960000038146973,4.980000019073486,49328700
5.059999942779541,5.349999904632568,5.010000228881836,5.260000228881836,67917100
5.380000114440918,6.03000020980835,5.369999885559082,5.809999942779541,109992400
5.900000095367432,5.909999847412109,5.590000152587891,5.599999904632568,64407100
5.440000057220459,5.440000057220459,5.300000190734863,5.349999904632568,57415100
5.300000190734863,5.309999942779541,5.050000190734863,5.099999904632568,50277400
5.139999866485596,5.190000057220459,5.0,5.099999904632568,43951800
5.130000114440918,5.300000190734863,5.119999885559082,5.139999866485596,36745800
5.28000020980835,5.380000114440918,5.21999979019165,5.28000020980835,32012100
5.0,5.179999828338623,4.860000133514404,5.0,81290900
5.230000019073486,5.349999904632568,5.130000114440918,5.309999942779541,56496100
5.159999847412109,5.199999809265137,5.010000228881836,5.090000152587891,57885300
5.179999828338623,5.230000019073486,5.0,5.059999942779541,51270600
4.880000114440918,4.880000114440918,4.579999923706055,4.579999923706055,86695700
4.659999847412109,4.690000057220459,4.559999942779541,4.610000133514404,45111300
4.570000171661377,4.650000095367432,4.429999828338623,4.429999828338623,39880900
4.440000057220459,4.510000228881836,4.360000133514404,4.489999771118164,46287400
4.610000133514404,4.75,4.550000190734863,4.670000076293945,47677800
4.75,4.75,4.480000019073486,4.630000114440918,81563500
4.409999847412109,4.840000152587891,4.309999942779541,4.650000095367432,92292300
4.579999923706055,4.809999942779541,4.5,4.699999809265137,54962300
4.599999904632568,4.920000076293945,4.590000152587891,4.840000152587891,66538400
4.789999961853027,4.860000133514404,4.639999866485596,4.670000076293945,54234900
4.599999904632568,4.610000133514404,4.309999942779541,4.309999942779541,71245200
4.440000057220459,4.449999809265137,4.28000020980835,4.380000114440918,45474500
4.380000114440918,4.53000020980835,4.360000133514404,4.480000019073486,29218200
4.489999771118164,4.610000133514404,4.360000133514404,4.400000095367432,40711200
4.409999847412109,4.829999923706055,4.400000095367432,4.639999866485596,79059800
4.670000076293945,4.739999771118164,4.519999980926514,4.599999904632568,47932700
4.650000095367432,4.769999980926514,4.599999904632568,4.610000133514404,86599500
4.699999809265137,4.710000038146973,4.559999942779541,4.610000133514404,44028300
4.940000057220459,5.360000133514404,4.929999828338623,5.179999828338623,123185700
4.949999809265137,5.019999980926514,4.75,4.769999980926514,64769700
4.78000020980835,4.800000190734863,4.570000171661377,4.670000076293945,55104400
4.599999904632568,4.650000095367432,4.489999771118164,4.590000152587891,47028900
4.53000020980835,4.550000190734863,4.449999809265137,4.510000228881836,31903300
4.46999979019165,4.570000171661377,4.400000095367432,4.420000076293945,36537700
4.400000095367432,4.619999885559082,4.389999866485596,4.539999961853027,39286600
4.550000190734863,4.570000171661377,4.28000020980835,4.320000171661377,45533900
4.400000095367432,4.510000228881836,4.369999885559082,4.400000095367432,27936400
4.480000019073486,4.610000133514404,4.420000076293945,4.539999961853027,36765600
4.5,4.550000190734863,4.46999979019165,4.480000019073486,32756000
4.510000228881836,4.679999828338623,4.510000228881836,4.619999885559082,24244400
4.630000114440918,4.829999923706055,4.610000133514404,4.690000057220459,33687400
4.639999866485596,4.650000095367432,4.480000019073486,4.480000019073486,41203600
4.429999828338623,4.46999979019165,4.329999923706055,4.380000114440918,36562600
4.429999828338623,4.559999942779541,4.349999904632568,4.360000133514404,39899700
4.420000076293945,4.730000019073486,4.360000133514404,4.550000190734863,63007700
4.519999980926514,4.659999847412109,4.460000038146973,4.630000114440918,35597900
4.760000228881836,4.909999847412109,4.670000076293945,4.710000038146973,53340700
4.630000114440918,4.679999828338623,4.449999809265137,4.510000228881836,61962000
4.400000095367432,4.409999847412109,4.260000228881836,4.320000171661377,49570100
4.25,4.269999980926514,4.159999847412109,4.170000076293945,41829000
4.119999885559082,4.119999885559082,4.010000228881836,4.059999942779541,36105400
4.139999866485596,4.199999809265137,4.019999980926514,4.079999923706055,32476600
4.110000133514404,4.139999866485596,4.019999980926514,4.099999904632568,32661000
4.099999904632568,4.199999809265137,4.079999923706055,4.159999847412109,28870100
4.210000038146973,4.420000076293945,4.190000057220459,4.360000133514404,50447600
4.349999904632568,4.380000114440918,4.170000076293945,4.179999828338623,38457500
4.170000076293945,4.360000133514404,4.130000114440918,4.28000020980835,39859000
4.21999979019165,4.21999979019165,4.090000152587891,4.130000114440918,33088000
4.190000057220459,4.349999904632568,4.139999866485596,4.289999961853027,40544500
4.320000171661377,4.420000076293945,4.25,4.269999980926514,51189500
4.269999980926514,4.329999923706055,4.170000076293945,4.320000171661377,37121700
4.320000171661377,4.349999904632568,4.21999979019165,4.21999979019165,24440700
4.269999980926514,4.46999979019165,4.269999980926514,4.440000057220459,49084900
4.429999828338623,4.5,4.300000190734863,4.320000171661377,37278300
4.170000076293945,4.389999866485596,4.110000133514404,4.28000020980835,63162700
4.369999885559082,4.5,4.360000133514404,4.389999866485596,44232100
4.260000228881836,4.289999961853027,4.179999828338623,4.199999809265137,35838100
4.239999771118164,4.300000190734863,4.159999847412109,4.199999809265137,31997700
4.28000020980835,4.329999923706055,4.190000057220459,4.239999771118164,37198200
4.320000171661377,4.349999904632568,4.239999771118164,4.329999923706055,28705400
4.210000038146973,4.210000038146973,4.03000020980835,4.039999961853027,69228700
4.079999923706055,4.21999979019165,4.050000190734863,4.210000038146973,73192500
4.170000076293945,4.289999961853027,4.159999847412109,4.260000228881836,51756300
4.349999904632568,4.550000190734863,4.320000171661377,4.440000057220459,54299000
4.489999771118164,4.5,4.349999904632568,4.360000133514404,43222800
4.400000095367432,4.519999980926514,4.369999885559082,4.389999866485596,74651800
4.449999809265137,4.519999980926514,4.300000190734863,4.369999885559082,39236400
4.46999979019165,4.690000057220459,4.420000076293945,4.440000057220459,101148600
4.440000057220459,4.460000038146973,4.349999904632568,4.360000133514404,37454200
4.460000038146973,4.5,4.25,4.269999980926514,49948700
4.380000114440918,4.760000228881836,4.369999885559082,4.71999979019165,121284300
4.670000076293945,5.130000114440918,4.639999866485596,4.789999961853027,134805400
4.550000190734863,4.670000076293945,4.429999828338623,4.630000114440918,60898600
4.489999771118164,4.559999942779541,4.199999809265137,4.230000019073486,80304000
4.179999828338623,4.300000190734863,4.099999904632568,4.21999979019165,41666800
4.320000171661377,4.420000076293945,4.269999980926514,4.349999904632568,48201100
4.329999923706055,4.380000114440918,4.210000038146973,4.239999771118164,44428700
4.269999980926514,4.489999771118164,4.25,4.46999979019165,45986500
4.389999866485596,4.679999828338623,4.389999866485596,4.460000038146973,66742300
4.75,5.329999923706055,4.71999979019165,5.21999979019165,162169100
5.059999942779541,5.489999771118164,5.039999961853027,5.099999904632568,87317700
5.0,5.010000228881836,4.650000095367432,4.730000019073486,64247000
4.860000133514404,5.059999942779541,4.829999923706055,4.900000095367432,53620000
4.900000095367432,5.059999942779541,4.860000133514404,5.03000020980835,38063500
5.28000020980835,5.329999923706055,5.059999942779541,5.190000057220459,79321100
5.199999809265137,5.25,5.099999904632568,5.170000076293945,38703300
4.980000019073486,4.980000019073486,4.699999809265137,4.710000038146973,79242700
4.480000019073486,4.619999885559082,4.360000133514404,4.5,82883000
4.400000095367432,4.480000019073486,4.340000152587891,4.380000114440918,59178000
4.329999923706055,4.480000019073486,4.300000190734863,4.389999866485596,38082100
4.369999885559082,4.420000076293945,4.179999828338623,4.21999979019165,62695600
3.9000000953674316,4.03000020980835,3.880000114440918,3.9800000190734863,156708300
3.9000000953674316,3.930000066757202,3.7300000190734863,3.75,78965100
3.6700000762939453,3.8499999046325684,3.569999933242798,3.809999942779541,64817600
3.869999885559082,4.0,3.819999933242798,3.869999885559082,43177400
3.809999942779541,3.8399999141693115,3.75,3.799999952316284,46021100
3.640000104904175,3.7799999713897705,3.630000114440918,3.740000009536743,36666500
3.5,3.569999933242798,3.200000047683716,3.4600000381469727,77685600
3.200000047683716,3.549999952316284,3.180000066757202,3.359999895095825,73974800
3.390000104904175,3.4100000858306885,3.0199999809265137,3.140000104904175,78198000
3.0899999141693115,3.359999895095825,3.0399999618530273,3.309999942779541,78717700
3.380000114440918,3.490000009536743,3.240000009536743,3.2799999713897705,73432200
3.3299999237060547,3.5199999809265137,3.299999952316284,3.5199999809265137,56524300
3.5999999046325684,3.7100000381469727,3.569999933242798,3.609999895095825,44128900
3.559999942779541,3.6500000953674316,3.549999952316284,3.619999885559082,28866300
3.450000047683716,3.569999933242798,3.4200000762939453,3.5199999809265137,33469500
3.509999990463257,3.5799999237060547,3.490000009536743,3.5199999809265137,23168700
3.5399999618530273,3.609999895095825,3.4800000190734863,3.5999999046325684,28419000
3.630000114440918,3.7899999618530273,3.609999895095825,3.75,38578000
3.8299999237060547,3.990000009536743,3.819999933242798,3.930000066757202,46950500
3.940000057220459,4.239999771118164,3.940000057220459,4.179999828338623,55103400
4.110000133514404,4.110000133514404,3.9700000286102295,4.03000020980835,39696800
4.090000152587891,4.389999866485596,4.090000152587891,4.309999942779541,60350200
4.349999904632568,4.440000057220459,4.179999828338623,4.239999771118164,45965500
4.019999980926514,4.079999923706055,4.010000228881836,4.050000190734863,31596300
4.099999904632568,4.110000133514404,3.9000000953674316,3.930000066757202,41506800
4.079999923706055,4.150000095367432,4.0,4.03000020980835,28201500
4.010000228881836,4.019999980926514,3.940000057220459,3.9800000190734863,24160600
3.9100000858306885,3.950000047683716,3.8499999046325684,3.9200000762939453,33405900
3.8499999046325684,3.9100000858306885,3.819999933242798,3.8399999141693115,28553700
3.9100000858306885,4.0,3.880000114440918,3.9600000381469727,27945300
3.9700000286102295,4.099999904632568,3.9600000381469727,3.9700000286102295,24093600
4.230000019073486,4.269999980926514,4.090000152587891,4.199999809265137,44327900
4.099999904632568,4.179999828338623,4.059999942779541,4.119999885559082,28022200
4.159999847412109,4.21999979019165,4.110000133514404,4.130000114440918,25987900
4.059999942779541,4.079999923706055,3.9600000381469727,3.990000009536743,29326600
4.079999923706055,4.119999885559082,4.03000020980835,4.099999904632568,25768200
3.9700000286102295,4.039999961853027,3.9100000858306885,4.039999961853027,21902000
3.990000009536743,4.03000020980835,3.9600000381469727,3.9600000381469727,22933900
3.990000009536743,4.059999942779541,3.9200000762939453,3.940000057220459,38257000
3.9000000953674316,3.9200000762939453,3.859999895095825,3.880000114440918,31969200
3.809999942779541,3.8299999237060547,3.740000009536743,3.819999933242798,29176400
3.7200000286102295,3.740000009536743,3.630000114440918,3.690000057220459,47264000
3.680000066757202,3.75,3.6500000953674316,3.6700000762939453,27254100
3.75,3.7699999809265137,3.6600000858306885,3.680000066757202,23080900
3.609999895095825,3.619999885559082,3.5199999809265137,3.5399999618530273,37431500
3.569999933242798,3.5799999237060547,3.4800000190734863,3.5199999809265137,39573300
3.4000000953674316,3.5999999046325684,3.3499999046325684,3.5299999713897705,51344800
3.609999895095825,3.9200000762939453,3.559999942779541,3.75,72688800
3.6700000762939453,3.680000066757202,3.549999952316284,3.619999885559082,37293900
3.5899999141693115,3.700000047683716,3.569999933242798,3.630000114440918,31176800
3.630000114440918,3.700000047683716,3.5999999046325684,3.5999999046325684,23999800
3.6500000953674316,3.809999942779541,3.630000114440918,3.809999942779541,40706700
3.8499999046325684,3.9000000953674316,3.740000009536743,3.740000009536743,31465400
3.6700000762939453,3.690000057220459,3.609999895095825,3.619999885559082,22556000
3.5399999618530273,3.5899999141693115,3.490000009536743,3.509999990463257,39274700
3.5199999809265137,3.5899999141693115,3.509999990463257,3.5199999809265137,21246000
3.509999990463257,3.5199999809265137,3.440000057220459,3.440000057220459,23446500
3.4600000381469727,3.4800000190734863,3.4200000762939453,3.4200000762939453,25543100
3.4600000381469727,3.4700000286102295,3.4000000953674316,3.4100000858306885,23893500
3.4000000953674316,3.450000047683716,3.3399999141693115,3.430000066757202,28943200
3.4600000381469727,3.569999933242798,3.4100000858306885,3.5,33481300
3.569999933242798,3.569999933242798,3.440000057220459,3.4700000286102295,21509500
3.4600000381469727,3.4800000190734863,3.4000000953674316,3.4200000762939453,31146400
3.4200000762939453,3.549999952316284,3.4000000953674316,3.4600000381469727,63720200
3.490000009536743,3.490000009536743,3.4100000858306885,3.430000066757202,24598900
3.4700000286102295,3.569999933242798,3.450000047683716,3.509999990463257,46064800
3.5,3.5399999618530273,3.4700000286102295,3.4800000190734863,22912600
3.5,3.549999952316284,3.4700000286102295,3.509999990463257,15645500
3.440000057220459,3.4700000286102295,3.390000104904175,3.4100000858306885,31339200
3.430000066757202,3.5199999809265137,3.380000114440918,3.5,43515600
3.5199999809265137,3.5899999141693115,3.4600000381469727,3.4800000190734863,26907300
3.549999952316284,3.700000047683716,3.490000009536743,3.690000057220459,74015200
3.75,4.050000190734863,3.700000047683716,3.9000000953674316,141527800
4.110000133514404,4.21999979019165,4.019999980926514,4.170000076293945,122870700
4.25,4.28000020980835,4.130000114440918,4.25,66259200
4.190000057220459,4.190000057220459,3.9600000381469727,4.110000133514404,69862800
4.130000114440918,4.489999771118164,4.110000133514404,4.400000095367432,116140100
4.380000114440918,4.570000171661377,4.28000020980835,4.389999866485596,78373600
4.46999979019165,4.670000076293945,4.460000038146973,4.519999980926514,58884000
4.639999866485596,5.090000152587891,4.639999866485596,5.010000228881836,133091900
5.190000057220459,5.210000038146973,4.869999885559082,4.920000076293945,108246500
4.920000076293945,4.949999809265137,4.699999809265137,4.829999923706055,63260400
4.840000152587891,5.090000152587891,4.789999961853027,4.920000076293945,60712300
4.989999771118164,5.010000228881836,4.820000171661377,4.829999923706055,42322400
4.820000171661377,4.840000152587891,4.679999828338623,4.710000038146973,38397400
4.599999904632568,4.610000133514404,4.510000228881836,4.510000228881836,40824100
4.679999828338623,4.980000019073486,4.460000038146973,4.869999885559082,131207100
4.739999771118164,5.059999942779541,4.730000019073486,5.010000228881836,81680900
4.889999866485596,4.900000095367432,4.579999923706055,4.599999904632568,92178900
4.659999847412109,4.670000076293945,4.460000038146973,4.5,55676400
4.590000152587891,4.670000076293945,4.519999980926514,4.610000133514404,55025100
4.619999885559082,4.71999979019165,4.590000152587891,4.679999828338623,27399000
4.730000019073486,4.869999885559082,4.710000038146973,4.840000152587891,36036300
4.960000038146973,5.010000228881836,4.849999904632568,4.909999847412109,36250500
4.739999771118164,4.739999771118164,4.449999809265137,4.46999979019165,106157200
4.610000133514404,4.619999885559082,4.539999961853027,4.619999885559082,35804200
4.5,4.510000228881836,4.369999885559082,4.449999809265137,43446300
4.559999942779541,4.820000171661377,4.550000190734863,4.809999942779541,69021000
4.909999847412109,4.96999979019165,4.809999942779541,4.869999885559082,47355300
4.940000057220459,5.230000019073486,4.929999828338623,5.070000171661377,90447700
5.010000228881836,5.139999866485596,4.96999979019165,5.070000171661377,46063500
5.239999771118164,5.679999828338623,5.239999771118164,5.539999961853027,147125700
5.869999885559082,6.579999923706055,5.78000020980835,6.340000152587891,234464700
6.699999809265137,6.730000019073486,6.070000171661377,6.090000152587891,156581500
6.389999866485596,6.829999923706055,6.380000114440918,6.699999809265137,146133100
6.5,6.619999885559082,6.309999942779541,6.340000152587891,89801700
6.53000020980835,6.539999961853027,6.260000228881836,6.510000228881836,74896800
6.440000057220459,6.510000228881836,6.260000228881836,6.380000114440918,57629700
6.239999771118164,6.639999866485596,6.059999942779541,6.579999923706055,123577100
6.380000114440918,6.400000095367432,6.039999961853027,6.320000171661377,89712400
6.070000171661377,6.190000057220459,5.96999979019165,6.130000114440918,72831200
6.179999828338623,6.230000019073486,5.920000076293945,5.949999809265137,59299500
6.050000190734863,6.230000019073486,5.949999809265137,6.170000076293945,81801400
6.059999942779541,6.320000171661377,6.050000190734863,6.28000020980835,54499200
5.739999771118164,5.78000020980835,5.599999904632568,5.71999979019165,237836500
5.829999923706055,6.130000114440918,5.769999980926514,6.070000171661377,95275100
6.03000020980835,6.289999961853027,5.940000057220459,6.21999979019165,74817500
6.460000038146973,6.829999923706055,6.420000076293945,6.489999771118164,68234900
6.550000190734863,7.090000152587891,6.480000019073486,7.019999980926514,130662500
7.230000019073486,7.449999809265137,7.059999942779541,7.449999809265137,118110056
