PLTR,PLTR,PLTR,PLTR,PLTR
Open,High,Low,Close,Volume
35.900001525878906,37.11000061035156,35.87099838256836,36.380001068115234,66279800
37.0,37.349998474121094,36.20000076293945,36.83000183105469,59882000
36.0099983215332,37.290000915527344,35.709999084472656,37.20000076293945,450290500
36.86000061035156,38.189998626708984,36.56999969482422,37.95000076293945,79460700
37.970001220703125,37.97999954223633,36.43000030517578,36.900001525878906,79519200
36.88999938964844,37.18000030517578,36.382999420166016,37.119998931884766,46511700
37.2599983215332,37.439998626708984,36.599998474121094,37.099998474121094,48602000
36.90999984741211,37.470001220703125,36.59000015258789,36.84000015258789,43219100
36.58000183105469,37.31999969482422,36.150001525878906,37.20000076293945,42110200
37.209999084472656,37.560001373291016,36.04999923706055,36.459999084472656,52858000
36.29999923706055,37.68000030517578,36.14500045776367,37.4900016784668,34988900
37.45000076293945,39.290000915527344,37.369998931884766,39.2400016784668,57196400
39.650001525878906,40.290000915527344,39.400001525878906,40.0099983215332,62532500
39.900001525878906,40.150001525878906,38.775001525878906,38.88999938964844,44124800
39.290000915527344,41.4900016784668,39.01499938964844,41.45000076293945,62542900
41.54999923706055,43.34000015258789,41.209999084472656,43.130001068115234,86404700
42.91999816894531,43.87799835205078,42.40999984741211,43.52000045776367,62516300
43.400001525878906,44.380001068115234,42.619998931884766,43.5099983215332,66206900
43.720001220703125,44.38999938964844,43.279998779296875,43.400001525878906,41010900
43.474998474121094,43.68000030517578,41.51499938964844,42.43000030517578,48297000
42.400001525878906,42.4900016784668,40.36000061035156,41.93000030517578,59157900
42.150001525878906,42.70000076293945,41.61000061035156,42.0,34028400
42.01499938964844,42.9900016784668,41.650001525878906,42.970001220703125,33969000
42.86000061035156,43.400001525878906,42.40999984741211,42.70000076293945,30719800
42.689998626708984,43.4900016784668,42.29999923706055,42.939998626708984,27830700
42.849998474121094,43.68000030517578,42.05500030517578,42.59000015258789,35647000
42.88999938964844,43.72999954223633,42.65999984741211,43.560001373291016,34079600
43.849998474121094,45.06999969482422,43.64500045776367,44.86000061035156,50416500
45.04999923706055,45.13999938964844,44.68000030517578,44.970001220703125,36729700
44.900001525878906,45.06999969482422,44.040000915527344,44.93000030517578,26154700
44.58000183105469,44.79999923706055,43.61000061035156,43.689998626708984,31309200
42.790000915527344,43.31999969482422,40.900001525878906,41.560001373291016,50973400
41.93000030517578,42.56999969482422,41.59000015258789,41.91999816894531,33722500
41.08000183105469,42.040000915527344,41.03200149536133,41.40999984741211,75413300
47.86000061035156,51.57500076293945,46.86000061035156,51.130001068115234,208868200
53.439998626708984,55.689998626708984,51.61000061035156,55.529998779296875,114255900
55.81999969482422,56.470001220703125,53.54999923706055,55.880001068115234,121591200
55.56999969482422,58.47999954223633,55.29999923706055,58.38999938964844,84124000
60.132999420166016,62.08000183105469,58.689998626708984,60.2400016784668,108357800
59.0099983215332,60.09000015258789,58.56999969482422,59.849998474121094,59061300
61.52000045776367,63.38999938964844,59.849998474121094,60.70000076293945,85937400
61.04999923706055,61.16999816894531,58.529998779296875,59.18000030517578,59968200
61.0099983215332,66.0,60.90999984741211,65.7699966430664,155280400
64.91999816894531,64.91999816894531,58.849998474121094,61.2599983215332,136663100
59.5099983215332,63.0099983215332,59.26499938964844,62.97999954223633,75557800
62.59000015258789,63.08000183105469,59.959999084472656,62.119998931884766,59182200
62.040000915527344,63.400001525878906,60.89500045776367,61.36000061035156,56336700
61.599998474121094,64.44000244140625,61.369998931884766,64.3499984741211,61381700
66.9000015258789,67.87999725341797,64.08000183105469,64.6500015258789,80640500
64.56999969482422,65.8499984741211,63.88999938964844,65.73999786376953,46923600
66.23999786376953,67.55999755859375,64.23999786376953,66.05000305175781,53839900
65.88999938964844,67.16000366210938,65.47000122070312,67.08000183105469,30104000
67.44000244140625,67.87999725341797,65.95999908447266,66.38999938964844,46405000
66.41000366210938,71.37000274658203,66.1500015258789,70.95999908447266,100751400
71.12999725341797,71.18000030517578,67.27999877929688,69.8499984741211,86284800
70.11000061035156,72.9800033569336,69.88999938964844,71.87000274658203,66585800
72.94999694824219,76.81999969482422,72.27999877929688,76.33999633789062,93640900
80.58000183105469,80.91000366210938,71.05000305175781,72.45999908447266,168134800
71.98999786376953,75.55999755859375,70.7300033569336,70.88999938964844,89672500
72.9800033569336,73.0,68.06999969482422,72.51000213623047,89477700
72.30000305175781,75.37999725341797,71.9000015258789,73.19999694824219,73859700
73.48999786376953,76.0999984741211,72.44999694824219,76.06999969482422,76172800
75.05999755859375,77.81999969482422,71.16000366210938,75.75,126099600
73.27999877929688,75.31999969482422,71.69999694824219,74.38999938964844,75469400
74.30000305175781,77.5999984741211,70.2699966430664,71.51000213623047,109643400
73.98999786376953,76.58999633789062,73.37000274658203,74.20999908447266,99524300
72.63999938964844,80.66000366210938,71.5,80.55000305175781,281230800
80.6500015258789,82.0199966430664,77.41000366210938,80.69000244140625,93819500
81.08999633789062,84.7969970703125,81.0,82.37999725341797,64983300
83.16000366210938,83.48999786376953,81.30000305175781,82.13999938964844,60377100
81.41999816894531,82.0,77.93000030517578,79.08000183105469,66975900
77.04000091552734,79.23999786376953,76.11000061035156,77.18000030517578,60850900
77.58000183105469,77.9800033569336,73.6500015258789,75.62999725341797,56267900
76.19999694824219,76.52999877929688,72.41999816894531,75.19000244140625,72217200
75.38999938964844,79.9800033569336,75.19000244140625,79.88999938964844,62415000
78.69000244140625,80.05999755859375,74.61000061035156,75.91999816894531,105619500
75.19999694824219,75.38999938964844,69.75,69.98999786376953,91727300
68.12000274658203,69.52999877929688,66.51000213623047,68.2300033569336,91349500
66.01000213623047,68.19999694824219,65.04000091552734,67.26000213623047,78148600
64.29000091552734,65.68000030517578,63.400001525878906,64.9800033569336,69046300
67.18000030517578,68.2300033569336,65.19000244140625,65.91000366210938,56814900
68.55000305175781,68.8499984741211,67.08000183105469,68.13999938964844,56025800
69.08000183105469,71.43000030517578,68.36000061035156,69.23999786376953,62908700
70.9000015258789,72.33999633789062,69.94999694824219,71.7699966430664,54754000
73.23999786376953,73.63600158691406,70.60099792480469,73.06999969482422,56229000
74.5,77.16000366210938,73.80000305175781,76.87000274658203,66876400
76.04000091552734,79.0,75.83999633789062,78.9800033569336,55937900
79.05000305175781,82.23999786376953,78.44000244140625,78.9800033569336,77931900
74.06999969482422,76.72000122070312,72.66999816894531,75.44000244140625,76093300
75.54000091552734,80.73999786376953,74.04000091552734,80.2300033569336,65916700
79.94999694824219,80.81999969482422,77.80999755859375,79.76000213623047,49262200
80.0199966430664,81.83000183105469,79.37999725341797,81.22000122070312,46067500
81.0,85.22000122070312,80.87000274658203,82.48999786376953,78731000
80.125,84.25,78.47000122070312,83.73999786376953,126592700
102.80000305175781,106.91000366210938,100.51000213623047,103.83000183105469,230806800
101.77999877929688,103.56999969482422,99.31999969482422,101.36000061035156,90628300
101.08999633789062,111.54499816894531,100.26000213623047,111.27999877929688,128217500
111.66000366210938,116.30000305175781,110.44999694824219,110.8499984741211,143795400
112.02999877929688,116.76000213623047,108.72000122070312,116.6500015258789,99938100
116.5,118.66000366210938,112.0999984741211,112.62000274658203,94311700
110.29000091552734,117.58999633789062,110.0,117.38999938964844,75316900
117.30999755859375,118.38999938964844,115.1500015258789,117.91000366210938,60027000
117.9000015258789,120.66999816894531,116.80000305175781,119.16000366210938,65528900
120.94000244140625,125.0,118.43000030517578,124.62000274658203,84227200
123.86000061035156,125.41000366210938,108.55999755859375,112.05999755859375,147487300
102.91000366210938,107.4000015258789,95.80000305175781,106.2699966430664,243093900
107.68000030517578,109.06999969482422,100.0,101.3499984741211,129063200
95.87999725341797,99.01000213623047,89.30000305175781,90.68000030517578,184485000
90.6500015258789,91.69999694824219,85.25,87.83999633789062,132626300
89.16000366210938,91.69000244140625,87.58999633789062,89.30999755859375,94428700
91.91000366210938,93.62000274658203,84.16999816894531,84.7699966430664,99680500
79.9800033569336,85.18000030517578,78.58000183105469,84.91999816894531,125977400
88.55000305175781,90.4800033569336,82.52999877929688,83.41999816894531,114573900
80.16000366210938,88.5,79.30000305175781,84.4000015258789,116800300
86.3499984741211,90.30000305175781,82.5,90.12999725341797,116053000
87.50499725341797,88.33999633789062,80.01000213623047,80.45999908447266,117340600
80.0250015258789,85.16000366210938,79.1500015258789,84.91000366210938,105377100
82.0,82.69000244140625,74.56999969482422,76.37999725341797,136843800
75.78500366210938,80.74500274658203,75.52999877929688,78.05000305175781,109351500
83.4800033569336,84.55000305175781,79.86000061035156,83.6500015258789,116525100
82.84500122070312,83.73999786376953,78.31999969482422,79.62000274658203,100927200
82.97000122070312,87.2699966430664,82.16000366210938,86.23999786376953,113985000
88.44000244140625,88.81999969482422,84.5,87.3499984741211,99348900
85.77999877929688,86.16999816894531,81.80000305175781,83.88999938964844,93236500
84.55000305175781,87.98999786376953,82.86000061035156,86.0999984741211,89797400
85.54000091552734,89.80000305175781,85.12000274658203,87.38999938964844,105547400
85.8499984741211,91.06999969482422,84.45999908447266,90.95999908447266,116748700
93.4000015258789,97.38999938964844,92.27999877929688,96.75,112164700
97.22000122070312,98.16999816894531,95.08000183105469,96.5,78015300
96.29000091552734,97.30000305175781,90.81999969482422,92.27999877929688,81428600
91.01499938964844,93.6500015258789,89.66999816894531,90.08999633789062,82823000
89.33999633789062,89.37999725341797,84.0999984741211,85.8499984741211,91091700
80.0,84.6500015258789,78.75,84.4000015258789,108092900
83.88999938964844,85.27999877929688,81.81999969482422,84.68000030517578,78980700
82.4000015258789,88.40499877929688,82.30000305175781,87.44999694824219,96563100
81.25,85.68000030517578,81.01000213623047,83.5999984741211,93878200
80.06999969482422,80.9800033569336,71.93000030517578,74.01000213623047,147323200
66.6500015258789,81.80000305175781,66.12000274658203,77.83999633789062,169083700
83.29000091552734,86.11399841308594,75.22000122070312,77.31999969482422,135345600
78.19000244140625,93.33000183105469,77.2699966430664,92.01000213623047,187244300
88.4000015258789,90.77999877929688,84.13999938964844,88.58999633789062,124448200
87.9800033569336,89.55000305175781,85.47000122070312,88.55000305175781,95130700
95.80000305175781,97.33000183105469,91.45999908447266,92.62000274658203,122836900
93.52999877929688,98.98999786376953,93.05000305175781,98.4000015258789,118457700
96.27999877929688,97.30000305175781,89.62000274658203,92.70999908447266,121997600
94.70999908447266,95.11000061035156,92.2699966430664,93.77999877929688,83991800
92.83999633789062,96.4749984741211,89.30999755859375,90.80000305175781,83831100
93.01499938964844,96.33999633789062,91.3499984741211,93.98999786376953,91185400
98.86000061035156,103.76000213623047,97.83000183105469,100.81999969482422,112909500
101.52999877929688,108.0,100.91000366210938,107.77999877929688,103190700
108.05000305175781,112.87999725341797,106.55000305175781,112.77999877929688,103933800
113.77999877929688,114.86000061035156,108.87000274658203,114.6500015258789,111082900
113.9800033569336,117.2300033569336,113.23999786376953,116.08000183105469,79709000
111.61000061035156,118.77999877929688,110.54000091552734,118.44000244140625,109461700
120.04000091552734,120.19000244140625,116.0,116.19999694824219,90677600
118.66000366210938,124.41999816894531,118.62999725341797,124.27999877929688,103094300
123.69999694824219,125.25499725341797,121.36000061035156,123.7699966430664,135961300
112.70999908447266,113.91000366210938,105.31999969482422,108.86000061035156,201193400
107.97000122070312,111.8499984741211,107.0,110.4800033569336,95428800
112.27999877929688,120.37999725341797,112.06999969482422,119.1500015258789,126966200
118.97000122070312,119.16000366210938,114.9000015258789,117.30000305175781,81005300
120.77999877929688,120.93499755859375,115.01000213623047,118.45999908447266,94257300
119.91999816894531,130.60000610351562,119.30999755859375,128.10000610351562,147155400
129.00999450683594,133.49000549316406,127.55899810791016,130.17999267578125,96611500
128.3699951171875,130.1999969482422,125.73999786376953,128.1199951171875,69503000
129.22999572753906,130.3300018310547,126.76000213623047,129.52000427246094,57003700
124.71499633789062,127.7699966430664,124.31999969482422,126.33000183105469,72503900
127.22000122070312,128.1999969482422,124.6500015258789,125.58999633789062,61265300
125.16000366210938,127.11000061035156,119.41000366210938,120.58000183105469,80657700
121.94999694824219,126.33000183105469,121.375,122.29000091552734,75498300
120.87999725341797,125.54000091552734,120.68000030517578,123.30999755859375,65905800
126.81999969482422,127.87999725341797,120.87999725341797,123.38999938964844,86455200
124.2300033569336,125.6500015258789,122.91000366210938,123.76000213623047,64866000
125.3499984741211,126.47000122070312,121.52999877929688,122.31999969482422,62929100
123.52999877929688,131.94000244140625,122.75,131.77999877929688,185897600
131.43499755859375,134.47999572753906,128.86000061035156,132.0399932861328,93218700
133.07000732421875,135.27999877929688,130.10000610351562,133.1699981689453,91297700
132.8000030517578,132.9499969482422,125.58000183105469,130.00999450683594,97306300
129.27000427246094,132.85000610351562,118.93000030517578,119.91000366210938,131055900
123.7300033569336,128.1300048828125,121.91999816894531,127.72000122070312,87175100
127.07499694824219,132.22999572753906,124.80000305175781,132.05999755859375,74785600
131.02000427246094,134.07000732421875,129.41000366210938,132.80999755859375,69308900
133.9199981689453,140.0,132.99000549316406,136.38999938964844,97366000
136.39999389648438,137.10000610351562,134.6300048828125,135.19000244140625,56248200
133.81500244140625,139.99000549316406,133.35000610351562,137.39999389648438,93519000
140.02999877929688,144.86000061035156,139.81199645996094,141.41000366210938,80779800
141.48500061035156,141.69000244140625,136.0800018310547,138.1999969482422,70479100
139.0399932861328,140.36000061035156,137.49000549316406,139.9600067138672,58260200
140.69000244140625,142.24000549316406,136.74200439453125,137.3000030517578,87067000
138.89999389648438,142.14999389648438,135.9600067138672,139.9199981689453,70501100
140.97999572753906,143.66000366210938,137.8000030517578,143.22999572753906,58574200
144.49000549316406,147.6699981689453,141.52999877929688,142.89999389648438,61435300
144.85000610351562,148.21499633789062,142.91000366210938,144.25,69440500
144.8699951171875,144.97000122070312,130.5399932861328,130.74000549316406,202598600
137.7899932861328,138.875,134.8000030517578,136.32000732421875,97305600
135.27000427246094,136.32000732421875,128.50999450683594,130.67999267578125,91479700
131.47000122070312,133.60000610351562,130.19000244140625,132.1199951171875,59732000
134.36000061035156,135.6199951171875,132.50999450683594,134.36000061035156,41812500
134.3800048828125,139.2899932861328,132.32000732421875,139.1199951171875,71959700
138.77499389648438,139.85499572753906,135.7899932861328,139.7100067138672,59834800
139.65499877929688,143.1699981689453,137.38999938964844,143.1300048828125,68494800
143.30999755859375,145.16000366210938,139.52999877929688,142.5,64383900
142.11000061035156,144.5800018310547,141.47000122070312,142.10000610351562,52134800
142.72000122070312,149.5749969482422,142.22000122070312,149.14999389648438,81774400
148.92999267578125,150.6199951171875,147.36000061035156,148.5800018310547,59126200
149.3000030517578,151.50999450683594,147.6739959716797,150.91000366210938,57550300
151.55999755859375,155.67999267578125,150.82000732421875,153.99000549316406,60165500
154.86000061035156,154.9199981689453,151.89999389648438,153.52000427246094,45771600
153.8800048828125,155.44000244140625,151.36000061035156,151.7899932861328,45072800
150.85000610351562,151.7899932861328,145.06199645996094,149.07000732421875,49880800
149.74000549316406,155.0,148.28700256347656,154.6300048828125,48062000
153.97999572753906,155.6300048828125,152.5749969482422,154.86000061035156,38925700
155.6300048828125,160.38999938964844,155.5800018310547,158.8000030517578,57972300
159.8800048828125,160.27999877929688,153.0399932861328,157.8800048828125,63886900
158.71499633789062,160.13999938964844,154.91000366210938,156.24000549316406,42427200
157.36500549316406,159.3800048828125,156.55999755859375,158.61000061035156,40261700
159.99000549316406,160.88999938964844,156.72999572753906,158.35000610351562,45342600
155.0500030517578,158.19000244140625,151.05799865722656,154.27000427246094,61287000
158.52999877929688,161.39999389648438,157.92999267578125,160.66000366210938,82993600
171.80999755859375,176.3300018310547,169.22000122070312,173.27000427246094,130917500
171.1750030517578,180.58099365234375,171.00999450683594,179.5399932861328,82924800
181.00999450683594,184.47999572753906,178.1699981689453,182.1999969482422,77829200
184.73500061035156,187.99000549316406,184.41000366210938,186.9600067138672,62657900
186.47000122070312,187.17999267578125,181.9199981689453,182.67999267578125,56125600
184.6999969482422,190.0,182.10000610351562,186.97000122070312,54819000
189.0,189.4600067138672,183.58999633789062,184.3699951171875,53610000
182.41000366210938,185.3300018310547,179.1999969482422,181.02000427246094,53472900
179.72500610351562,180.0,173.3800048828125,177.1699981689453,60288700
175.27000427246094,177.89999389648438,171.38999938964844,174.02999877929688,62656600
171.36000061035156,172.3000030517578,156.89999389648438,157.75,137922700
152.3000030517578,156.4600067138672,142.33999633789062,156.00999450683594,220336400
157.1699981689453,157.97000122070312,153.80999755859375,156.17999267578125,94678600
155.31500244140625,163.1999969482422,151.77000427246094,158.74000549316406,102099200
156.10000610351562,158.58999633789062,149.3699951171875,157.1699981689453,86879800
155.38999938964844,162.1300048828125,154.57000732421875,160.8699951171875,86573700
162.32000732421875,162.39999389648438,155.97999572753906,156.72000122070312,76380600
157.6300048828125,158.22999572753906,152.5500030517578,158.1199951171875,57885200
156.97999572753906,158.4199981689453,153.0,156.7100067138672,45270500
151.1999969482422,158.38999938964844,150.27999877929688,157.08999633789062,65435000
158.0,161.14999389648438,152.7100067138672,154.89999389648438,66052300
154.86500549316406,157.0399932861328,153.16000366210938,156.13999938964844,53292300
157.82000732421875,158.97000122070312,148.0399932861328,153.11000061035156,81855900
154.91000366210938,158.3000030517578,154.83999633789062,156.10000610351562,47643000
157.25,162.75,156.3699951171875,162.36000061035156,61359500
166.0,169.0,163.44000244140625,166.74000549316406,62211400
167.24000549316406,167.45799255371094,163.22000122070312,164.36000061035156,42025500
165.35000610351562,171.52999877929688,164.00999450683594,171.42999267578125,54336100
169.60000610351562,171.8000030517578,167.41000366210938,171.2100067138672,45396100
171.0399932861328,171.30999755859375,168.9600067138672,170.25999450683594,34598700
169.02000427246094,169.67999267578125,161.27999877929688,168.3300018310547,67711149
