UPST,UPST,UPST,UPST,UPST
Open,High,Low,Close,Volume
37.380001068115234,40.380001068115234,36.89500045776367,38.310001373291016,11575700
40.34000015258789,41.4900016784668,38.369998931884766,40.0,10618400
39.9900016784668,40.79999923706055,39.02799987792969,39.7400016784668,7024100
40.0,40.34000015258789,38.11000061035156,38.529998779296875,5796000
38.439998626708984,38.63999938964844,36.13999938964844,37.63999938964844,6558400
38.75,41.70000076293945,38.611000061035156,39.54999923706055,11813900
40.119998931884766,41.2400016784668,38.2140007019043,40.88999938964844,8443400
41.709999084472656,42.54999923706055,39.720001220703125,40.849998474121094,6802300
40.31999969482422,41.70000076293945,39.599998474121094,40.0099983215332,4445100
40.34000015258789,40.34000015258789,37.650001525878906,37.779998779296875,5213200
37.619998931884766,39.380001068115234,37.40999984741211,38.939998626708984,4641600
38.470001220703125,39.290000915527344,37.459999084472656,38.939998626708984,3760700
39.900001525878906,41.5,37.970001220703125,41.29999923706055,7917800
41.279998779296875,42.41999816894531,40.27000045776367,41.02000045776367,6121000
40.689998626708984,43.194000244140625,40.58000183105469,42.88999938964844,6913300
42.970001220703125,43.63999938964844,42.029998779296875,43.029998779296875,5151100
42.459999084472656,44.5099983215332,41.709999084472656,43.18000030517578,5360700
42.90999984741211,47.349998474121094,42.70000076293945,47.02000045776367,8278300
48.689998626708984,56.08000183105469,48.540000915527344,54.06999969482422,20097200
54.0,57.400001525878906,52.88999938964844,52.90999984741211,12481400
52.88999938964844,54.970001220703125,50.4739990234375,54.380001068115234,7322500
54.099998474121094,54.36000061035156,49.689998626708984,52.04999923706055,6905000
52.709999084472656,54.29999923706055,51.65999984741211,53.130001068115234,6312000
53.810001373291016,54.43000030517578,51.599998474121094,52.540000915527344,5419700
52.2400016784668,53.92499923706055,51.470001220703125,51.959999084472656,4576200
51.5,52.79999923706055,49.0099983215332,49.75,5246700
51.400001525878906,54.470001220703125,50.310001373291016,51.09000015258789,7154200
51.2599983215332,52.5,50.540000915527344,50.58000183105469,4281500
51.70000076293945,53.599998474121094,50.79999923706055,51.97999954223633,5378900
51.189998626708984,51.63999938964844,48.08000183105469,50.41999816894531,6514600
49.9900016784668,53.150001525878906,49.900001525878906,51.130001068115234,4680500
50.69499969482422,51.060001373291016,48.650001525878906,48.68000030517578,3463900
49.099998474121094,50.0,47.619998931884766,48.47999954223633,3719200
48.65999984741211,49.599998474121094,47.08000183105469,47.2400016784668,3009200
48.2599983215332,52.0,48.029998779296875,50.599998474121094,6668200
53.689998626708984,54.47999954223633,51.90999984741211,53.97999954223633,7246200
54.25,57.27000045776367,53.40999984741211,55.470001220703125,12705500
65.2699966430664,82.25,64.58999633789062,81.0,39961500
79.38999938964844,86.06999969482422,76.62999725341797,77.4800033569336,16474200
71.0999984741211,72.3499984741211,65.1500015258789,69.43000030517578,19378400
70.20999908447266,72.77899932861328,67.38400268554688,67.80000305175781,11270200
68.2300033569336,68.43000030517578,65.70999908447266,67.38500213623047,5727600
67.68000030517578,69.6500015258789,64.5999984741211,68.36000061035156,6473200
68.55999755859375,73.94000244140625,67.5,68.2699966430664,7773300
67.5199966430664,71.5,67.18000030517578,71.11000061035156,5299900
71.38999938964844,73.94000244140625,68.5999984741211,70.4000015258789,5278500
71.33499908447266,75.19000244140625,69.88200378417969,71.43000030517578,6850400
71.91999816894531,74.83999633789062,70.9000015258789,74.05999755859375,5652500
77.19000244140625,80.87000274658203,73.94000244140625,79.5199966430664,9615000
78.1500015258789,80.7699966430664,76.36000061035156,78.51000213623047,5729400
80.0,81.97000122070312,76.41000366210938,78.43000030517578,5326900
78.7699966430664,79.38899993896484,76.86000061035156,78.79000091552734,2318400
74.66000366210938,75.5,66.87999725341797,67.38999938964844,12619000
68.5,74.2300033569336,67.62999725341797,72.77999877929688,9166600
72.9000015258789,75.25,72.11000061035156,74.62999725341797,5898900
74.5199966430664,75.05000305175781,72.44000244140625,73.41000366210938,3572000
74.5,77.94999694824219,74.0,77.16000366210938,4714900
77.65499877929688,79.19999694824219,74.3499984741211,76.38999938964844,5170600
76.72000122070312,80.97000122070312,73.44000244140625,74.0199966430664,6343600
76.04000091552734,78.69000244140625,75.02999877929688,78.4000015258789,4514700
78.87999725341797,85.29000091552734,76.66999816894531,77.08000183105469,9145100
80.20999908447266,88.94999694824219,80.16999816894531,84.45999908447266,13372800
85.33000183105469,85.4800033569336,81.22000122070312,83.91000366210938,5700900
83.91000366210938,84.75,81.11000061035156,82.98999786376953,3718300
83.69000244140625,86.98999786376953,72.19999694824219,73.31999969482422,8769600
75.54499816894531,76.75,66.94999694824219,67.2300033569336,7778200
66.0,71.37000274658203,65.55000305175781,68.4000015258789,6642100
68.82499694824219,69.44999694824219,66.69999694824219,68.0,3568400
68.30999755859375,69.4800033569336,67.48999786376953,68.51000213623047,2111700
67.91000366210938,72.84500122070312,67.30599975585938,72.02999877929688,4009400
71.08999633789062,71.62000274658203,66.9469985961914,67.9800033569336,3995400
66.13999938964844,66.70999908447266,63.0,63.31999969482422,5127200
64.20999908447266,64.81999969482422,61.209999084472656,61.56999969482422,3642700
62.47999954223633,63.45000076293945,60.58000183105469,60.79999923706055,3745300
61.099998474121094,64.9000015258789,60.619998931884766,64.08000183105469,4215600
65.08999633789062,65.7699966430664,63.099998474121094,63.52000045776367,4788900
63.349998474121094,63.880001068115234,58.91999816894531,60.25,5195600
58.650001525878906,59.939998626708984,57.54999923706055,59.220001220703125,4119500
57.88999938964844,58.025001525878906,55.779998779296875,57.7400016784668,5175200
55.38999938964844,57.79999923706055,55.20000076293945,57.06999969482422,5210300
58.68000030517578,59.29999923706055,56.65999984741211,57.0,3730400
62.08000183105469,64.18900299072266,60.88999938964844,62.66999816894531,6298000
62.16999816894531,64.54000091552734,61.83000183105469,64.5,3853500
65.80000305175781,66.76200103759766,62.880001068115234,62.959999084472656,4407800
64.0,65.0999984741211,62.029998779296875,64.01000213623047,3152300
64.44999694824219,65.83000183105469,63.45000076293945,65.55000305175781,4025000
64.22000122070312,70.44999694824219,64.06999969482422,69.30999755859375,4517600
69.30999755859375,69.94000244140625,66.76000213623047,67.44000244140625,3176800
64.66999816894531,67.97000122070312,62.91299819946289,65.01000213623047,3609800
65.29000091552734,66.80000305175781,63.279998779296875,66.5199966430664,2066700
65.12999725341797,66.55999755859375,62.810001373291016,66.06999969482422,3815100
67.44000244140625,69.0999984741211,66.61100006103516,67.31999969482422,2974700
68.1500015258789,68.69999694824219,63.88999938964844,64.74500274658203,2986800
61.29999923706055,63.46699905395508,59.94499969482422,63.16999816894531,3951800
63.16999816894531,65.98999786376953,63.119998931884766,63.29999923706055,2457300
63.59000015258789,65.2699966430664,63.0,64.9800033569336,2933200
65.47000122070312,66.12000274658203,63.45000076293945,65.13999938964844,2854000
67.73999786376953,72.4000015258789,67.37999725341797,68.8499984741211,6127300
71.12999725341797,73.80000305175781,69.83000183105469,70.94000244140625,7438800
69.5,70.5,66.76000213623047,67.33999633789062,13487900
83.44000244140625,90.44000244140625,80.0,88.7699966430664,35335900
87.79000091552734,96.42900085449219,83.58999633789062,84.16000366210938,19781600
80.19000244140625,86.09500122070312,80.0199966430664,82.41999816894531,9115200
83.30000305175781,89.63999938964844,83.05000305175781,86.88999938964844,9107100
86.5,88.69000244140625,81.81999969482422,83.11000061035156,7380300
82.94999694824219,83.31500244140625,78.41999816894531,79.20999908447266,6467900
80.2300033569336,80.3499984741211,71.12000274658203,71.7699966430664,5986800
72.24500274658203,72.75,67.59700012207031,70.5,6236100
69.2300033569336,69.88999938964844,63.689998626708984,66.91000366210938,7560500
68.3499984741211,70.73999786376953,67.6500015258789,68.77999877929688,4872900
70.88999938964844,71.77999877929688,66.31700134277344,66.7300033569336,4512600
64.6500015258789,67.3479995727539,64.01000213623047,66.66999816894531,3675000
68.08999633789062,69.19000244140625,61.05699920654297,61.689998626708984,4423700
59.150001525878906,62.2400016784668,56.29999923706055,59.2599983215332,6987200
59.67499923706055,60.992000579833984,57.54999923706055,59.93000030517578,3400400
57.81999969482422,58.709999084472656,53.810001373291016,55.47999954223633,4814500
54.810001373291016,55.0,49.900001525878906,53.689998626708984,6393000
50.70000076293945,50.849998474121094,45.369998931884766,47.400001525878906,7430400
46.970001220703125,48.564998626708984,45.0099983215332,46.650001525878906,5796800
50.5,51.470001220703125,47.04999923706055,49.65999984741211,7147700
48.97999954223633,49.72999954223633,46.0099983215332,46.310001373291016,4585200
47.849998474121094,49.2400016784668,47.22999954223633,48.540000915527344,4468900
48.25,51.040000915527344,47.86000061035156,50.040000915527344,5953700
49.0,49.5,46.46200180053711,47.790000915527344,4068400
48.345001220703125,51.689998626708984,48.060001373291016,51.0,4822200
50.0,52.56999969482422,49.63999938964844,49.70000076293945,3400500
47.88999938964844,52.165000915527344,47.81999969482422,51.959999084472656,4447800
54.224998474121094,55.439998626708984,53.37799835205078,55.13999938964844,5446100
54.849998474121094,55.3650016784668,53.25,55.0,3011200
54.880001068115234,56.099998474121094,52.34199905395508,52.869998931884766,4002900
51.13999938964844,51.689998626708984,48.900001525878906,49.099998474121094,4434200
48.93000030517578,48.93000030517578,46.29999923706055,47.290000915527344,3532000
44.959999084472656,46.65999984741211,43.23699951171875,46.029998779296875,4761800
45.42100143432617,47.939998626708984,44.75,46.0,3772400
44.619998931884766,48.560001373291016,44.619998931884766,47.630001068115234,4700500
43.0,44.36000061035156,38.66999816894531,38.689998626708984,10482100
36.060001373291016,36.79999923706055,31.399999618530273,34.79999923706055,12326600
31.799999237060547,40.0890007019043,31.59000015258789,37.779998779296875,12394700
40.72999954223633,41.349998474121094,34.619998931884766,35.88999938964844,10083800
35.36000061035156,45.5,34.97999954223633,43.13999938964844,12871200
41.959999084472656,42.150001525878906,37.790000915527344,38.54999923706055,8874700
39.040000915527344,39.439998626708984,36.79999923706055,38.9900016784668,4923600
40.5099983215332,41.27000045776367,37.79999923706055,39.959999084472656,5126300
39.939998626708984,41.16999816894531,39.56999969482422,40.45000076293945,4694500
38.970001220703125,40.279998779296875,38.220001220703125,39.41999816894531,3423900
39.31999969482422,41.119998931884766,39.20000076293945,40.91999816894531,2931100
40.22999954223633,41.20000076293945,38.599998474121094,39.75,2900300
40.22999954223633,43.189998626708984,40.20000076293945,41.93000030517578,5252300
45.0,46.900001525878906,43.459999084472656,43.97999954223633,6949500
44.2400016784668,47.06999969482422,44.150001525878906,46.709999084472656,4780300
47.119998931884766,49.22999954223633,46.79999923706055,48.68000030517578,5153000
49.0,49.34000015258789,46.630001068115234,48.099998474121094,4517400
50.0099983215332,51.38999938964844,48.439998626708984,49.189998626708984,5404500
47.0,48.04999923706055,45.880001068115234,47.79999923706055,4587200
50.04999923706055,50.49800109863281,47.58000183105469,47.689998626708984,4966800
51.5099983215332,52.5,49.900001525878906,50.08000183105469,7645300
49.36000061035156,52.93000030517578,49.29999923706055,52.0,10433400
50.84000015258789,51.83000183105469,49.709999084472656,51.400001525878906,14436900
43.02000045776367,47.847999572753906,42.380001068115234,46.439998626708984,23969800
48.029998779296875,50.61000061035156,46.150001525878906,47.93000030517578,11743800
47.9900016784668,48.0,45.34000015258789,47.16999816894531,7210100
50.90999984741211,53.9900016784668,50.7400016784668,52.959999084472656,9692400
53.77000045776367,55.04999923706055,52.36000061035156,53.68000030517578,6962200
53.70000076293945,54.880001068115234,50.810001373291016,51.31999969482422,6929800
50.709999084472656,50.849998474121094,47.20000076293945,47.38999938964844,7130600
47.68000030517578,48.2400016784668,46.88999938964844,48.08000183105469,4951400
45.90999984741211,47.78799819946289,45.638999938964844,47.470001220703125,4332200
47.34000015258789,47.560001373291016,46.130001068115234,46.63999938964844,4893400
45.41999816894531,45.880001068115234,43.869998931884766,43.91999816894531,5521800
43.8650016784668,46.029998779296875,43.7400016784668,45.630001068115234,3382600
44.189998626708984,45.465999603271484,43.279998779296875,45.2599983215332,4784300
46.5,47.72999954223633,45.527000427246094,47.65999984741211,4753100
47.66999816894531,48.04999923706055,45.869998931884766,47.0099983215332,4181200
47.95000076293945,48.20000076293945,45.970001220703125,46.689998626708984,3765000
46.150001525878906,47.560001373291016,45.27000045776367,47.16999816894531,3730700
47.11000061035156,48.11000061035156,46.08000183105469,47.900001525878906,3594400
48.08000183105469,51.0,47.400001525878906,50.97999954223633,5507200
50.97999954223633,51.869998931884766,49.720001220703125,50.65999984741211,4011800
50.95000076293945,53.720001220703125,50.380001068115234,51.380001068115234,5002700
53.38999938964844,55.2599983215332,52.779998779296875,54.33000183105469,5240500
55.5099983215332,57.77299880981445,54.15999984741211,57.41999816894531,6346800
58.189998626708984,58.5,55.83000183105469,57.68000030517578,5371600
59.130001068115234,61.516998291015625,57.25,57.880001068115234,7774900
56.939998626708984,57.45000076293945,54.540000915527344,54.58000183105469,4590800
52.43000030517578,53.75,51.59000015258789,52.02000045776367,5622800
53.0,55.22999954223633,52.279998779296875,55.060001373291016,4594600
54.43000030517578,54.849998474121094,52.2599983215332,53.400001525878906,3866300
55.525001525878906,59.79999923706055,55.20000076293945,59.08000183105469,11023900
59.900001525878906,60.470001220703125,56.709999084472656,58.0099983215332,6586900
57.13999938964844,59.57400131225586,55.79999923706055,59.06999969482422,6190900
62.505001068115234,65.23600006103516,61.71099853515625,64.8499984741211,11316800
65.82499694824219,65.91999816894531,62.125999450683594,62.439998626708984,5324300
62.79999923706055,63.599998474121094,61.95000076293945,63.349998474121094,4170000
63.189998626708984,64.80000305175781,61.724998474121094,63.43000030517578,6129200
64.6500015258789,66.61000061035156,64.26499938964844,64.68000030517578,5306000
63.63999938964844,68.22000122070312,63.119998931884766,68.13999938964844,7534300
68.17500305175781,73.48999786376953,68.0,73.38999938964844,8216000
72.69999694824219,74.37999725341797,72.4800033569336,73.81999969482422,3502800
71.86000061035156,76.44999694824219,71.30000305175781,76.3499984741211,8035900
77.6500015258789,80.19999694824219,75.13999938964844,76.06999969482422,7350300
76.5,78.8499984741211,75.70999908447266,78.41999816894531,5446800
78.5,81.4800033569336,78.19999694824219,79.02999877929688,5438600
78.18000030517578,80.44999694824219,75.43000030517578,75.62000274658203,5370200
71.3499984741211,75.0,68.05000305175781,74.98500061035156,8120100
75.12999725341797,76.13999938964844,73.28199768066406,74.12999725341797,3948800
74.59500122070312,77.54000091552734,73.52300262451172,76.95999908447266,5260300
77.76000213623047,79.19000244140625,76.76000213623047,77.58000183105469,5276900
78.58000183105469,79.69999694824219,77.02999877929688,78.36000061035156,3917100
79.08000183105469,79.9000015258789,76.37999725341797,76.68000030517578,4237400
76.40499877929688,80.75,73.0,79.98999786376953,5939900
82.0,84.69000244140625,81.06999969482422,84.12999725341797,6749700
83.58499908447266,84.20999908447266,82.06099700927734,82.69999694824219,3765800
83.50499725341797,84.01000213623047,81.2699966430664,83.52999877929688,3062500
85.0,85.30000305175781,80.4000015258789,82.30000305175781,4540100
84.30000305175781,86.60099792480469,80.37000274658203,80.43000030517578,4909600
80.66500091552734,86.0999984741211,79.25,83.32499694824219,8956100
82.9800033569336,87.30000305175781,81.41000366210938,81.73999786376953,5257000
78.02300262451172,82.35800170898438,76.08000183105469,79.22000122070312,6839900
80.75,83.27999877929688,78.64800262451172,82.83000183105469,5189000
83.73999786376953,85.30999755859375,80.03099822998047,82.62000274658203,10177000
80.38999938964844,80.5,66.5999984741211,67.13999938964844,23741800
68.69999694824219,71.55999755859375,68.21499633789062,69.52999877929688,8018100
71.0199966430664,71.55000305175781,68.61000061035156,68.76000213623047,5613700
64.69499969482422,67.8499984741211,63.119998931884766,63.459999084472656,13094900
62.900001525878906,63.979000091552734,61.86000061035156,63.40999984741211,12425300
64.37999725341797,67.1989974975586,63.50299835205078,66.83000183105469,8553500
64.69499969482422,65.73999786376953,61.91999816894531,63.83000183105469,7310900
63.529998779296875,64.36000061035156,62.630001068115234,64.08999633789062,4461600
63.849998474121094,65.7699966430664,63.6879997253418,65.30000305175781,3600100
64.8499984741211,65.30999755859375,61.29999923706055,61.584999084472656,5131000
63.310001373291016,64.25,60.540000915527344,63.880001068115234,7591500
63.16999816894531,64.0,62.220001220703125,63.52000045776367,2865600
63.0,70.48500061035156,62.279998779296875,68.8499984741211,12218900
68.27999877929688,71.23999786376953,66.87999725341797,69.1500015258789,6221600
69.19999694824219,70.26699829101562,68.29000091552734,68.88999938964844,3868000
68.3499984741211,71.25,68.3499984741211,69.5999984741211,4906400
70.32499694824219,74.41999816894531,70.08999633789062,73.76000213623047,7562100
76.05000305175781,76.94999694824219,72.66999816894531,73.27999877929688,5782700
69.08999633789062,72.8499984741211,67.38999938964844,69.16999816894531,5244700
69.55000305175781,69.73999786376953,64.41000366210938,64.45999908447266,6525900
64.51000213623047,66.73999786376953,63.70000076293945,65.87000274658203,4462900
67.75,69.63999938964844,65.01000213623047,66.9000015258789,5826500
67.0,68.7300033569336,65.70999908447266,68.22000122070312,3796700
68.22000122070312,69.75,67.41000366210938,68.91999816894531,3614500
67.04000091552734,67.0999984741211,61.0,62.41999816894531,17239500
62.900001525878906,63.880001068115234,61.689998626708984,62.189998626708984,8331200
62.13999938964844,65.30000305175781,61.150001525878906,63.08000183105469,7081400
64.43000030517578,67.27300262451172,64.26000213623047,66.9800033569336,6187000
66.80999755859375,68.27999877929688,65.75,67.16999816894531,6414100
67.43000030517578,70.16000366210938,65.4000015258789,68.12000274658203,10725961
