XLE,XLE,XLE,XLE,XLE
Open,High,Low,Close,Volume
84.81271747359969,86.1486530557603,84.69654627201297,85.10314178466797,14104800
86.54558267605354,87.08770028431368,85.64527599902236,86.11962890625,18903400
85.76143239863354,86.1293042173,84.97729701387244,85.92601013183594,13980800
86.08899808342342,87.41644812865093,85.79618281999406,86.98698425292969,13315100
87.9825745042305,87.9825745042305,86.64536161829392,86.77225494384766,17313700
86.54776006660424,86.81130202524264,84.89821378799586,85.07390594482422,13816800
83.38530526295143,84.50778247172728,83.13152605867718,83.40482330322266,23448200
83.85381689256987,85.2300658054618,83.80501062359727,85.10317993164062,15244800
84.94701062764423,85.8547521755652,84.45897769751019,85.6985855102539,11403300
84.92748660754133,88.00209534027024,84.82011877472796,87.65071105957031,33057100
88.88055725228239,89.10505568279244,87.56286979470909,88.54869842529297,20962600
88.86103426502639,90.2275279195865,88.18754645777511,90.11039733886719,22363000
90.87171916672395,91.23286617241016,90.04206477468928,90.9498062133789,17972800
91.27191162109375,91.95515467676086,90.96932617062049,91.27191162109375,16259700
90.09087640658322,90.1884814973202,88.46084085943221,88.89031219482422,19879900
88.22659028660588,89.6614082564646,88.05089813832133,89.42715454101562,15759800
89.92494264830552,90.53010614651795,89.27098032644469,90.03231048583984,13023700
90.00303838482061,90.91077999631278,89.82734621979658,90.58867645263672,13207300
89.95423587041115,90.69604058407833,89.81757979495482,90.54962921142578,11099300
88.1387458315764,88.72438382961258,87.58238861642334,87.63118743896484,18919600
88.1289903789882,88.3437260669505,87.81664959107718,88.0509033203125,9938500
88.04114019818543,88.76343431764609,87.94353509865586,88.47061157226562,10716700
88.3046811107573,88.5584603239568,87.55310621503348,88.17778778076172,12007600
88.76343322861467,89.04649322653181,87.75808656689031,87.91425323486328,10581000
88.23635513225058,88.52917042184013,87.79712102767897,88.11922454833984,8978200
87.875204727415,88.21682627561773,87.15291810453047,87.66046905517578,9906600
87.84592123916316,88.1094557262926,87.06506562720975,87.65071105957031,8523300
88.11921744697966,88.35347114913154,87.36765007279652,87.62142181396484,9552300
85.7571464374409,87.12364012095327,85.67905938197357,87.06507110595703,12114000
86.8698574109183,86.93818171999906,85.55217005190867,85.73761749267578,11895800
86.04020627932506,86.60632626029502,85.7083400175597,85.9328384399414,9682100
86.47943590068759,87.12364295909153,86.24518217344604,86.46967315673828,15811600
87.64095074068038,87.95329150474282,85.74738066973184,85.9230728149414,13152300
86.5087118619975,87.56286474599227,86.39158872830339,87.42621612548828,12905900
87.85568941512823,88.23635450162811,87.46526158500768,88.01185607910156,10438300
90.43250082313173,92.01372270500734,89.84686281329664,91.32071685791016,25026600
91.26215564604294,91.26215564604294,90.20800275616354,90.90100860595703,13069000
90.91077142411346,91.64282080155486,90.54962438373082,91.50617218017578,11168400
91.52569521682467,92.33583169264948,91.09623128909885,92.02349090576172,10454700
92.28702866759933,92.5798439531645,91.43784870119833,91.53545379638672,9250200
91.80875173797737,92.62865092671973,90.70580000507923,92.24798583984375,11838100
92.86290737520046,92.90195090407758,92.01372737740442,92.59937286376953,9005500
92.51152160355358,93.39974511622293,92.13085651149287,92.46272277832031,14040200
93.19477006978092,93.87801318192354,92.78481675570393,93.69255828857422,11946300
92.9409860553209,93.65350991442479,92.65792608157038,93.09715270996094,11898200
93.43878637465151,94.10251144539149,93.14596364319894,94.0341796875,8958800
94.46365071017055,95.5080408600647,94.22939699390412,94.79551696777344,16770500
94.66862779340293,95.57636936137472,94.58078543849842,94.94192504882812,10777800
94.92239757427659,95.40066772373959,92.84338013344309,93.06787109375,16475300
93.19477347653584,93.38998367377214,92.51152289262544,92.94099426269531,12466400
92.8531314554092,93.63398702856468,92.72624558965745,92.84337615966797,7797800
93.04835823130111,93.39974252913049,92.88242882587927,93.24356842041016,6818200
93.21428396733373,93.37045806990626,91.4280817648136,92.25773620605469,11095000
92.8531419026766,93.01907875722601,91.84779526570715,92.24798583984375,8943300
92.20893780878208,92.20893780878208,89.48571331865763,90.02255249023438,16259000
90.35441384469775,90.96933263851874,89.99326680571578,90.37393188476562,11331200
90.1884902899818,90.19825303404461,88.67558517229358,88.84151458740234,13103300
89.58332255787664,90.06159273946918,88.61701945108601,88.69510650634766,11813900
89.20264967923617,89.32953554785803,87.96304943411253,88.08993530273438,11649900
88.27540217210165,88.56821747334034,87.80688726461119,88.23635864257812,11573800
88.08018385874045,88.23635797565412,87.43598424345097,87.5238265991211,10873100
87.7385647334904,87.76784551953041,86.84058587656769,87.08460235595703,11173000
86.8405805113514,86.8405805113514,85.1031844769264,85.1715087890625,12518100
84.52730085506188,84.69323026181058,83.74645264559014,84.53706359863281,16005800
84.30281802263569,84.70300118619741,82.03834533691406,82.03834533691406,19620600
82.90703500907367,83.1705695098465,81.26724409651106,81.3258056640625,24990700
81.31603853430245,82.40923489930695,81.10130286914165,82.12617492675781,17852400
81.99822670757953,82.88405711592016,81.44704667984077,82.60846710205078,17222700
82.84468836899973,83.46477342689398,82.30335297204978,83.30728912353516,7512100
83.3368119922848,83.38602771229776,82.72657911600561,83.23838806152344,7693200
83.1694932840394,84.13406585933912,82.81516111427747,83.22854614257812,10184900
83.23839363679207,83.69114975603138,82.52972927302093,83.21871185302734,11772700
83.4155584331793,84.54745246834386,83.24823699134812,84.31123352050781,10582500
85.00020713846118,85.92540863991431,84.72461711911723,85.29548645019531,17443500
85.79744835769111,86.3781623186559,85.45296084318554,86.09272766113281,11060400
86.48643451777924,87.17540957564276,85.48249085144678,85.69902801513672,11417600
86.3289465686778,87.21477696943404,85.80729297413929,86.55532836914062,12517900
86.0238281281715,86.68327671312919,85.71870418601173,86.64390563964844,14241900
87.76595476797223,88.77973550287325,86.53563688401188,86.99823760986328,17037900
87.39193862361105,89.35060254272868,87.39193862361105,88.82894897460938,24448100
88.67146401102369,89.86241829166723,88.54351365863661,89.78367614746094,15586500
90.3348573398833,91.34863805491449,89.96084341382513,91.11241912841797,17328900
90.80730841649103,91.86046027042208,90.69903983727023,91.7718734741211,12615300
91.77187308421277,92.80534315083315,91.44707485719513,92.48053741455078,11949800
92.24432136475208,92.51991138868279,91.52581236584851,92.00810241699219,24651000
91.72266397355928,91.83093255125898,90.27580889817658,90.3348617553711,17940100
91.02384275645466,91.3584856205826,90.10848593909972,90.74824523925781,14679600
90.87620467560848,91.25021862007875,89.76399246962576,89.87226104736328,14578400
89.56714753691973,89.7246318403329,88.31714779295356,88.93722534179688,15996700
89.2029639257784,89.51792499936035,87.64784784892875,88.09075927734375,18700900
87.87422788687385,88.74037652790362,87.74627752366028,88.28761291503906,10340900
88.82895098706557,89.2029649194654,88.1891841872449,88.74037170410156,19546300
88.49431724882383,88.69116512631979,86.05336301784186,86.26005554199219,22268700
86.25020407150461,87.15572376043379,85.462805114552,86.8013916015625,19908200
86.39784415211561,88.80927177360415,86.2502045003078,88.62226104736328,20139900
88.59273560894381,88.9372231275022,88.10060843692766,88.80927276611328,10886000
89.21281361217397,89.4293507704838,86.70296201796792,87.17540740966797,20654800
87.50021588474385,87.96281664483095,87.04745977105104,87.16556549072266,11284200
87.94312312499079,89.23250140712919,87.94312312499079,89.0848617553711,12935700
89.50808820171264,90.40375570746104,88.93721890704062,89.80335998535156,13113400
89.06517391972031,89.67541431930752,87.48052381742175,87.63800811767578,19399400
87.50021123153796,88.49431020507673,86.92934191926702,88.29745483398438,15775200
88.63211264946484,89.89195709314144,88.63211264946484,88.65179443359375,12942900
89.07502026009466,90.45297787646844,88.56321129306347,89.8624267578125,14787400
90.23644019028245,91.41754242073768,90.18722446848648,90.57108306884766,12265600
90.38407690780345,91.55533445396611,90.00021831992242,91.39785766601562,14166100
90.84667635528714,91.09273993424591,89.44902951976026,89.49824523925781,15638300
89.65572408378846,90.00021910965317,89.04549119988684,89.51792907714844,13147600
89.49824270455248,89.91162770327215,87.51005234695002,88.22855377197266,13304300
88.33682577374414,88.57304470943083,87.32304501927153,87.7265853881836,12152800
88.33682301575719,89.28170623826806,87.57895051234456,88.19902801513672,15024000
87.9135986845678,89.63604380574607,87.3624186487555,89.56714630126953,13313600
89.91162647038145,90.42344289829038,85.63996652365697,86.43721008300781,24750900
85.16752688349666,86.98839591160109,84.08484861078036,85.60060119628906,25338500
84.36044584313072,84.79352019298008,82.70689810920128,84.35060119628906,28255400
83.94705770948113,85.1281599721609,83.28760907130602,84.60650634765625,23552100
84.99036346209654,86.67343753595121,84.99036346209654,86.05335998535156,22424600
86.52580143052002,87.8840696974951,85.88603461656442,86.69312286376953,20022700
87.04745748291664,87.42147143415372,85.54154952256809,86.00414276123047,15115100
86.06320714504471,87.19509369771257,85.73840139079813,86.3978500366211,16120200
86.09272376815132,87.33288627355775,85.28563555240586,85.80728912353516,15371000
86.27973198576824,88.4647701339131,85.88602878014484,88.34666442871094,16011600
88.2777764713236,90.16754305143083,88.2777764713236,89.75415802001953,14880800
90.25611896337166,90.46281898060941,89.19312999511894,89.90178680419922,15403300
90.01990076410651,91.77187228254641,90.00021898144226,91.36833190917969,15871300
90.86635774907892,92.00809635501373,90.48249916828534,91.70297241210938,16581800
91.39785226145801,91.61438940269214,90.49234013381,91.06320190429688,18487800
91.47585539204472,92.64633398508334,91.32706426530156,92.10076904296875,11912300
92.50746362074847,93.28116839286109,92.19995994293194,92.47770690917969,11146000
93.34068720810903,94.05487859834152,92.79512980622638,93.02326965332031,12782300
92.74552675722317,93.09270101226686,91.75359598976624,92.12061309814453,9573900
92.07101836879148,92.41819264207098,91.2278786857323,91.68416595458984,11124400
91.4857812586966,93.24149544954975,91.35682541093936,92.69593048095703,14406900
92.74552783560246,93.33076336264779,91.7436756298294,93.24149322509766,13560600
92.44794928724545,93.44980153325032,92.22973086408273,93.37044525146484,16980300
88.9265995282877,89.61102664797546,86.01032049572514,86.04007720947266,37828900
82.97501468047113,83.90742450597615,78.12447357177734,78.12447357177734,50376000
75.59504397610014,80.92171499901525,74.37497335241902,77.61858367919922,56953400
80.00913774820789,80.42574684599455,74.61303205859804,75.82318878173828,45269200
74.34520862927796,82.53855895750287,73.88892138048712,81.69541931152344,59481200
79.57268685969291,79.57268685969291,74.87093717146173,76.35883331298828,39523300
76.7159222455854,78.83866105928607,75.20819080254803,78.25341796875,20958400
80.10833233099108,80.10833233099108,77.74753221882524,78.53115844726562,16374100
78.46172426216602,79.8702641728339,78.37245412329884,78.4121322631836,11083500
78.89817215273047,80.39598969263503,78.69978146356672,79.05687713623047,13665700
79.70163949898821,82.09219639651631,79.66196135823483,80.84236145019531,23954400
79.56276378267371,79.7611544714606,77.85664169826137,78.72954559326172,15506000
79.75123649310778,81.32840280603969,79.40406223250936,80.73324584960938,11048700
81.43751850490801,82.31042246666682,80.08849198930945,80.58445739746094,21608100
81.3383264857654,82.11203130733794,80.63405651823575,81.87397003173828,10609500
81.1399384398022,81.7946088000357,80.82252090227028,81.72517395019531,8832400
81.63590714853196,82.52863880640855,81.52679415606592,82.30049896240234,8218400
81.37800428654214,82.36001366614292,81.21929172491741,82.06243896484375,9921700
80.74316491264061,80.86219175974333,78.86841639246205,79.85042572021484,18907100
79.19575004300552,81.19945446166038,79.19575004300552,80.14801025390625,18157200
81.12009837703127,81.72517676123755,79.67188033923912,81.31848907470703,16019400
80.29679153251219,80.4059045209104,79.4040599079175,79.85042572021484,14765100
80.20752254254236,80.56461822461196,79.42389632732468,79.8702621459961,11497700
80.048807971319,80.30671208361522,79.29494605511613,79.9000244140625,11223100
80.63405188289046,82.05251316350866,80.50510360931828,80.95146942138672,15282900
81.93348084733474,82.17154211534702,81.1002626253761,81.76485443115234,9996600
84.79024592438104,85.17709832096517,83.28250690932848,83.89750671386719,16305000
84.31411277930304,85.75240932311172,83.97685996074469,85.07789611816406,14515800
84.51249607792397,84.88943460279027,84.23475668138941,84.56209564208984,10666300
83.4908142972226,84.96879665005459,83.28250973567204,84.91919708251953,14860800
85.10766259799242,85.1572545955052,83.92726256685378,84.79024505615234,10862900
84.08596760665634,84.17524531076522,83.07420155635303,83.68920135498047,12393500
83.62968056000648,83.81814982747838,82.83614048695391,82.91548919677734,11391100
82.41952555431398,82.57823811297604,81.37800276746172,81.38792419433594,12849200
80.96139024733046,81.53670432870327,80.06865106198502,81.07050323486328,11866100
80.35631176615249,81.53670420649969,80.3265550546574,81.32839965820312,11755500
81.89379936938447,82.16162490683195,81.28872101332131,82.03266906738281,9514000
82.42944650979454,82.67742920541235,80.78284534616454,80.99114990234375,14776300
81.12009944039082,81.59622955322266,80.60429875533511,81.59622955322266,11896400
80.9713076542899,81.29864663123308,80.2273595618725,80.87211608886719,15519300
82.38976655080208,82.4988795398907,80.99114811367797,81.93347930908203,16015500
81.99300408769383,83.42137930275152,81.21929170174123,82.90557861328125,15176300
82.86590072892581,83.51065726862942,81.18953523926272,81.28872680664062,22469600
81.89380054757939,81.93347868583989,81.00106892412673,81.2093734741211,13827500
81.94340604831922,82.98493644157021,81.94340604831922,82.73695373535156,14278400
83.06427918281919,83.75863525099895,82.40960882075201,82.8956527709961,14340200
83.77846977582574,84.91919164561453,83.73879163790437,84.37362670898438,23046100
84.94895530279192,85.73258156319108,84.11573704180948,85.59371185302734,24498300
85.19693262102423,85.92104540779518,84.57201896480933,85.89128112792969,17014100
87.49821211096761,87.85530779276729,86.24837722466873,87.38909912109375,42097400
87.15103792171391,88.03385570021065,86.47652469645256,87.13119506835938,34703300
87.85531000091014,88.59925809538589,87.3097450378287,87.94458770751953,33942100
88.26200188816038,88.7083677006688,87.17087200366237,87.3692626953125,35236500
87.71643610060615,88.50998372389725,87.45853198786189,88.26200103759766,28372400
89.37000274658203,89.43000030517578,85.66000366210938,86.02999877929688,52844100
84.77999877929688,85.80000305175781,84.58999633789062,84.91000366210938,32679400
84.80999755859375,85.12000274658203,84.26000213623047,84.54000091552734,21861500
84.7300033569336,85.91999816894531,84.5199966430664,85.75,16782800
85.69999694824219,85.69999694824219,84.79000091552734,85.30000305175781,17705900
84.97000122070312,85.33999633789062,84.55999755859375,84.80999755859375,13123800
84.94000244140625,85.86000061035156,84.16000366210938,85.45999908447266,20386400
86.18000030517578,87.06999969482422,85.2300033569336,86.93000030517578,21234400
86.80999755859375,87.30999755859375,86.61000061035156,87.02999877929688,11133100
86.5,86.95999908447266,85.30000305175781,86.19000244140625,17836500
86.08999633789062,88.83000183105469,86.06999969482422,88.51000213623047,23736200
88.29000091552734,88.63999938964844,87.80000305175781,88.05999755859375,14336200
87.86000061035156,88.77999877929688,87.2300033569336,88.7300033569336,14411900
88.58000183105469,89.44000244140625,88.30999755859375,89.12999725341797,15085800
88.95999908447266,88.95999908447266,87.68000030517578,88.1500015258789,16720800
87.9800033569336,88.36000061035156,86.7699966430664,86.87999725341797,16929500
86.76000213623047,87.26000213623047,85.81999969482422,86.12999725341797,17750800
85.69000244140625,86.79000091552734,85.4800033569336,86.66000366210938,18042800
87.3499984741211,87.75,85.62000274658203,85.95999908447266,30487800
86.0199966430664,86.16999816894531,84.9000015258789,85.06999969482422,15217200
84.97000122070312,85.94000244140625,84.88999938964844,85.47000122070312,16222000
85.81999969482422,86.86000061035156,85.5999984741211,86.80999755859375,14023000
86.58000183105469,87.54000091552734,86.19000244140625,87.43000030517578,12011100
87.5199966430664,87.66999816894531,86.6500015258789,87.0999984741211,10071600
87.68000030517578,88.23999786376953,87.55000305175781,88.08999633789062,11852600
88.2300033569336,88.9800033569336,87.94000244140625,88.94999694824219,12276000
88.4000015258789,88.44999694824219,87.12999725341797,87.68000030517578,13276200
86.76000213623047,88.22000122070312,86.76000213623047,87.20999908447266,12480400
86.87999725341797,87.19000244140625,85.12000274658203,85.58999633789062,21164700
85.44000244140625,86.08000183105469,84.95999908447266,85.4000015258789,13254800
85.37999725341797,85.62999725341797,84.3499984741211,85.51000213623047,15706800
86.05000305175781,86.55000305175781,84.47000122070312,84.72000122070312,19124700
85.22000122070312,86.16999816894531,84.27999877929688,84.38999938964844,17521000
84.79000091552734,85.70999908447266,84.36000061035156,84.93000030517578,20368100
85.0999984741211,85.47000122070312,84.0999984741211,84.25,14414400
84.41999816894531,85.4000015258789,84.16999816894531,84.66000366210938,17261300
84.72000122070312,85.6500015258789,84.41999816894531,85.63999938964844,12800600
85.58000183105469,85.69000244140625,84.6500015258789,85.55999755859375,12472300
85.5999984741211,86.52999877929688,85.29000091552734,85.55999755859375,13648900
85.11000061035156,85.44999694824219,84.55999755859375,85.05000305175781,13214200
84.80999755859375,85.58000183105469,84.58999633789062,85.08000183105469,12846900
85.22000122070312,86.13999938964844,85.13999938964844,85.79000091552734,13983600
85.63999938964844,86.56999969482422,85.41000366210938,86.37999725341797,11044000
86.66999816894531,88.3499984741211,86.52999877929688,88.13999938964844,15468200
87.91999816894531,88.4800033569336,87.62999725341797,88.37000274658203,11706400
88.0199966430664,88.30999755859375,87.41000366210938,88.2300033569336,11427800
88.0999984741211,89.54000091552734,88.0,89.22000122070312,13438700
89.25,90.02999877929688,88.66000366210938,89.9000015258789,12043100
89.94000244140625,90.62000274658203,89.81999969482422,90.38999938964844,11872500
90.1500015258789,90.68000030517578,89.47000122070312,90.5199966430664,12982200
89.80000305175781,90.55000305175781,88.19000244140625,88.48999786376953,18009100
88.5,89.44999694824219,88.12000274658203,89.08000183105469,12947700
88.3499984741211,88.63999938964844,86.91999816894531,87.36000061035156,24091100
87.6500015258789,88.02999877929688,86.38999938964844,87.16000366210938,17465900
87.62999725341797,88.81999969482422,87.52999877929688,87.58000183105469,20596700
87.77999877929688,89.16000366210938,87.58000183105469,89.11000061035156,14966400
88.4000015258789,89.31999969482422,88.12999725341797,89.12999725341797,12588400
89.5,89.9000015258789,88.58000183105469,88.5999984741211,11148900
88.7699966430664,89.0,88.1500015258789,88.30000305175781,11643900
88.69000244140625,90.05999755859375,88.66999816894531,89.77999877929688,20796500
89.66000366210938,90.61499786376953,89.2699966430664,89.98999786376953,12438976
